-f--ī,,,,/ɹiː/,री,0
346282,,सकलवर्ण,n,n-----n--a,,,,/sə.kə.lə.ˈʋəɹ.ɳə/,स-क-ल-वर्ण,0
346283,,सकलवेदिन्,a,ap----a--n,,,,/sə.kə.lə.ʋeː.d̪in/,स-कल-वेदिन्,0
346284,,सकलवेदोपनिषत्सारोपदेशसाहस्री,n,n-----f--ī,,,,/sə.kə.lə.ʋeː.d̪oː.pə.ni.ˈʂət̪.sɑː.ɹoː.pə.d̪eː.ɕə.sɑː.ˈɦəs.ɹiː/,स-कल-वेदोपनिषत्-सारोपदेश-साहस्री,0
346285,,सकलवेदाध्यायिन्,a,ap----a--n,,,,/sə.kə.lə.ʋeː.d̪ɑːd̪ʰ.jɑː.jin/,स-कल-वेदाध्यायिन्,0
346286,,सकलविद्यामय,a,ap----a--a,,ap----f--ī=>ी,,/sə.kə.lə.ˈʋid̪.jɑː.mə.jə/,स-कल-विद्या-मय,0
346288,,सकलयज्ञमय,a,ap----a--a,,ap----f--ī=>ी,,/sə.kə.lə.ˈjəd͡ʑ.ɲə.mə.jə/,स-कल-यज्ञ-मय,0
346289,,सकलयूथपरिवृत,a,ap----a--a,,,,/sə.kə.lə.juː.t̪ʰə.pə.ɹi.ʋɹ̩.t̪ə/,स-कल-यूथ-परिवृत,0
346290,8657,सकलशान्तिसंग्रह,n,n-----m--a,,,,/sə.kə.lə.ɕɑːn.t̪i.səŋ.gɹə.ɦə/,स-कल-शान्ति-संग्रह,0
346291,8567,सकलङ्क,a,ap----a--a,,,,/sə.kə.ləŋ.kə/,स-कलङ्क,0
346292,8668,सकलेन्दु,n,n-----m--u,,,,/sə.kə.leːn.d̪u/,सकलेन्दु,0
346293,,सकलेन्दुमुख,a,ap----a--a,,ap----f--ī=>ी,,/sə.kə.leːn.d̪u.mu.kʰə/,सकलेन्दु-मुख,0
346294,,सकलेवर,a,ap----a--a,,,,/sə.kə.leː.ʋə.ɹə/,स-कलेवर,0
346295,8669,सकलेश्वर,n,n-----m--a,,,,/səkəleːɕʋəɹə/,सकलेश्वर,0
346298,,सकल्प,a,ap----a--a,,,,/sə.ˈkəl.pə/,स-कल्प,0
346299,8572,सकलुष,a,ap----a--a,,ap----f--ā=>ा,,/sə.kə.lu.ʂə/,स-कलुष,0
346300,8664,सकलाधिकार,n,n-----m--a,,,,/sə.kə.lɑː.d̪ʰi.kɑː.ɹə/,सकलाधिकार,0
346301,8663,सकलाधार,n,n-----m--a,,,,/sə.kə.lɑː.d̪ʰɑː.ɹə/,सकलाधार,0
346302,8661,सकलागमसंग्रह,n,n-----m--a,,,,/sə.kə.lɑː.gə.mə.səŋ.gɹə.ɦə/,सकलागम-संग्रह,0
346303,8662,सकलागमाचार्य,n,n-----m--a,,,,/sə.kə.lɑː.gə.mɑː.t͡ɕɑːɹ.jə/,सकलागमाचार्य,0
346304,,सकलार्थशास्त्रसार,a,ap----a--a,,,,/sə.kə.lɑːɹ.t̪ʰə.ɕɑːs.t̪ɹə.sɑː.ɹə/,सकलार्थ-शास्त्र-सार,0
346305,,सकलार्थिसार्थकल्पद्रुम,n,n-----m--a,,,,/sə.kə.lɑːɹ.t̪ʰi.sɑːɹ.t̪ʰə.ˈkəl.ˈpəd̪.ɹu.mə/,सकलार्थि-सार्थ-कल्प-द्रुम,0
346306,,सकलार्णमय,a,ap----a--a,,ap----f--ī=>ी,,/sə.kə.lɑːɹ.ɳə.mə.jə/,सकलार्ण-मय,0
346307,215228,सकलीकृ,v,v----a--8-,,,,/sə.kə.liː.kɹ̩/,सकली-कृ,0
346308,,सकलीविधा,v,v----a--3- v----d--3- v----a--1- v----d--1- v----a--2- v----d--4- v----a--4-,,,,/sə.kə.liː.ʋi.d̪ʰɑː/,सकली-वि-धा,0
346309,8554,सकमल,a,ap----a--a,,,,/sə.kə.mə.lə/,स-कमल,0
346310,,सकम्प,a,ap----a--a,,,,/sə.kəm.pə/,स-कम्प,0
346311,,सकम्पम्,r,rp--------,,,,/sə.kəm.pəm/,स-कम्पम्,0
346312,,सकम्पन,a,ap----a--a,,,,/sə.kəm.pə.nə/,स-कम्पन,0
346313,,सकपटम्,r,rp--------,,,,/sə.kə.pə.ʈəm/,स-कपटम्,0
346314,8558,सकर,a,ap----a--a,,,,/sə.kə.ɹə/,स-कर,0
346316,,सकरविपुला,n,n-----f--ā,,,,/sə.kə.ɹə.ʋi.pu.lɑː/,स-कर-विपुला,0
346317,,सकरणक,a,ap----a--a,,ap----f--ā=>िका,,/sə.kə.ɹə.ɳə.kə/,स-करणक,0
346318,8564,सकर्मक,a,ap----a--a,,,,/sə.ˈkəɹ.mə.kə/,स-कर्मक,0
346319,8565,सकर्मन्,a,ap----a--n,,,,/sə.ˈkəɹ.mən/,स-कर्मन्,0
346320,,सकर्मता,n,n-----f--ā,,,,/sə.ˈkəɹ.mə.t̪ɑː/,स-कर्म-ता,0
346321,8563,सकर्तृक,a,ap----a--a,,,,/sə.ˈkəɹ.t̪ɹ̩.kə/,स-कर्तृक,0
346322,,सकर्तृकत्व,n,n-----n--a,,,,/sə.ˈkəɹ.t̪ɹ̩.ˈkət̪.ʋə/,स-कर्तृक-त्व,0
346323,,सकर्तृकता,n,n-----f--ā,,,,/sə.ˈkəɹ.t̪ɹ̩.kə.t̪ɑː/,स-कर्तृक-ता,0
346324,,सकरुण,a,ap----a--a,,,,/sə.kə.ɹu.ɳə/,स-करुण,0
346325,,सकरुणम्,r,rp--------,,,,/sə.kə.ɹu.ɳəm/,स-करुणम्,0
346327,,सकर्ण,a,ap----a--a,,,,/sə.ˈkəɹ.ɳə/,स-कर्ण,0
346328,,सकर्णक,a,ap----a--a,,ap----f--ā=>ा,,/sə.ˈkəɹ.ɳə.kə/,स-कर्णक,0
346329,,सकर्णप्रावृत,a,ap----a--a,,,,/sə.ˈkəɹ.ˈɳəp.ɹɑː.ʋɹ̩.t̪ə/,स-कर्ण-प्रावृत,0
346330,,सकर्णपुच्छ,a,ap----a--a,,,,/sə.ˈkəɹ.ɳə.ˈput͡ɕ.t͡ɕʰə/,स-कर्ण-पुच्छ,0
346331,8621,सकौरव,a,ap----a--a,,,,/sə.ˈkəौ.ɹə.ʋə/,स-कौरव,0
346332,,सकौतुक,a,ap----a--a,,ap----f--ā=>ा,,/sə.ˈkəौ.t̪u.kə/,स-कौतुक,0
346333,,सकौतुकम्,r,rp--------,,,,/sə.ˈkəौ.t̪u.kəm/,स-कौतुकम्,0
346334,8620,सकौतूहलम्,r,rp--------,,,,/sə.ˈkəौ.t̪uː.ɦə.ləm/,स-कौतूहलम्,0
346335,,सकवच,a,ap----a--a,,,,/sə.kə.ʋə.t͡ɕə/,स-कवच,0
346336,,सकञ्चुक,a,ap----a--a,,,,/sə.kəɲ.t͡ɕu.kə/,स-कञ्चुक,0
346337,8577,सकश्मीर,a,ap----a--a,,ap----f--ā=>ा,,/səkəɕmiːɹə/,स-कश्मीर,0
346338,8542,सकङ्कट,a,ap----a--a,,,,/sə.kəŋ.kə.ʈə/,स-कङ्कट,0
346339,8551,सकण्डु,a,ap----a--u,,,,/sə.ˈkəɳ.ɖu/,स-कण्डु,0
346340,8552,सकण्डूक,a,ap----a--a,,,,/sə.ˈkəɳ.ɖuː.kə/,स-कण्डूक,0
346341,,सकण्टक,a,ap----a--a,,ap----f--ā=>ा,,/sə.ˈkəɳ.ʈə.kə/,स-कण्टक,0
346343,8549,सकण्टक,n,n-----m--a,,,,/sə.ˈkəɳ.ʈə.kə/,स-कण्टक,0
346344,8550,सकण्ठरोधम्,r,rp--------,,,,/sə.ˈkəɳ.ʈʰə.ɹoː.d̪ʰəm/,स-कण्ठ-रोधम्,0
346345,8578,सकषाय,a,ap----a--a,,,,/sə.kə.ʂɑː.jə/,स-कषाय,0
346346,,सकषायत्व,n,n-----n--a,,,,/sə.kə.ʂɑː.ˈjət̪.ʋə/,स-कषाय-त्व,0
346347,8579,सकष्टम्,r,rp--------,,,,/sə.ˈkəʂ.ʈəm/,स-कष्टम्,0
346348,8545,सकट,a,ap----a--a,,,,/sə.kə.ʈə/,स-कट,0
346349,8546,सकट,n,n-----m--a,,,,/sə.kə.ʈə/,स-कट,0
346350,8547,सकटुक,a,ap----a--a,,,,/sə.kə.ʈu.kə/,स-कटुक,0
346351,,सकटाक्ष,a,ap----a--a,,,,/sə.kə.ʈɑːk.ʂə/,स-कटाक्ष,0
346352,,सकटाक्षम्,r,rp--------,,,,/sə.kə.ʈɑːk.ʂəm/,स-कटाक्षम्,0
346353,,सकटान्न,n,n-----n--a,,,,/sə.kə.ʈɑːn.nə/,स-कटान्न,0
346354,8612,सकेत,a,ap----a--a,,,,/sə.keː.t̪ə/,स॔-केत,0
346355,8613,सकेत,n,n-----m--a,,,,/sə.keː.t̪ə/,स॔-केत,0
346356,,सकेतु,a,ap----a--u,,,,/sə.keː.t̪u/,स-केतु,0
346357,,सकेश,a,ap----a--a,,,,/sə.keː.ɕə/,स-केश,0
346358,,सकेशनख,a,ap----a--a,,,,/sə.keː.ɕə.nə.kʰə/,स-केश-नख,0
346359,9129,सख,n,n-----m--a,,,,/sə.kʰə/,सख,0
346360,,सखड्ग,a,ap----a--a,,,,/sə.ˈkʰəɖ.gə/,स-खड्ग,0
346361,,सखण्ड,a,ap----a--a,,,,/sə.ˈkʰəɳ.ɖə/,स-खण्ड,0
346362,8637,सखेद,a,ap----a--a,,,,/sə.kʰeː.d̪ə/,स-खेद,0
346363,,सखेदम्,r,rp--------,,,,/sə.kʰeː.d̪əm/,स-खेदम्,0
346364,8638,सखेलम्,r,rp--------,,,,/sə.kʰeː.ləm/,स-खेलम्,0
346365,170735,सखि,n,n-----m--i,,,,/sə.kʰi/,स॔खि,0
346366,9134,सखिभाव,n,n-----m--a,,,,/sə.kʰi.bʱɑː.ʋə/,स॔खि-भाव,0
346367,,सखिदत्त,n,n-----m--a,,,,/sə.kʰi.ˈd̪ət̪.t̪ə/,स॔खि-दत्त,0
346368,9139,सखिल,a,ap----a--a,,,,/sə.kʰi.lə/,सखिल,0
346369,9139,सखिल,a,ap----a--a,,,,/sə.kʰi.lə/,स-खिल,0
346370,9133,सखिपूर्व,a,ap----a--a,,,,/sə.kʰi.puːɹ.ʋə/,स॔खि-पूर्व,0
346371,,सखिपूर्व,n,n-----n--a,,,,/sə.kʰi.puːɹ.ʋə/,स॔खि-पूर्व,0
346372,9131,सखित्व,n,n-----n--a,,,,/sə.ˈkʰit̪.ʋə/,स॔खि-त्व॔,0
346373,9132,सखित्वन,n,n-----n--a,,,,/sə.ˈkʰit̪.ʋə.nə/,स॔खि-त्वन॔,0
346374,,सखिता,n,n-----f--ā,,,,/sə.kʰi.t̪ɑː/,स॔खि-ता,0
346375,9136,सखिवत्,r,rp--------,,,,/sə.kʰi.ʋət̪/,स॔खि-वत्,0
346376,9135,सखिवत्,a,ap----a--c,,,,/sə.kʰi.ʋət̪/,स॔खि-वत्,0
346377,9138,सखिविद्,a,ap----a--c,,,,/sə.kʰi.ʋid̪/,स॔खि-वि॔द्,0
346378,,सखिविग्रह,n,n-----m--a,,,,/sə.kʰi.ˈʋig.ɹə.ɦə/,स॔खि-विग्रह,0
346379,,सखुर,a,ap----a--a,,,,/sə.kʰu.ɹə/,स-खुर,0
346380,9147,सख्य,n,n-----n--a,,,,/ˈsəkʰ.jə/,सख्य॔,0
346381,9148,सख्यविसर्जन,n,n-----n--a,,,,/ˈsəkʰ.jə.ʋi.ˈsəɹ.d͡ʑə.nə/,सख्य॔-विसर्जन,0
346382,9140,सखी,n,n-----f--ī,,,,/sə.kʰiː/,स॔खी,0
346383,9140,सखी,n,n-----f--ī,,,,/sə.kʰiː/,सखी,0
346384,,सखीगण,n,n-----n--a,,,,/sə.kʰiː.gə.ɳə/,सखी-गण,0
346385,,सखीगणसमावृत,a,ap----a--a,,,,/sə.kʰiː.gə.ɳə.sə.mɑː.ʋɹ̩.t̪ə/,सखी-गण-समावृत,0
346386,9146,सखीहृदयाभरण,n,n-----m--a,,,,/sə.kʰiː.ɦɹ̩.d̪ə.jɑː.bʱə.ɹə.ɳə/,सखी-हृदयाभरण,0
346387,,सखीजन,n,n-----m--a,,,,/sə.kʰiː.d͡ʑə.nə/,सखी-जन,0
346388,9141,सखीकदम्बक,n,n-----n--a,,,,/sə.kʰiː.kə.d̪əm.bə.kə/,सखी-कदम्बक,0
346389,,सखीसहित,a,ap----a--a,,,,/sə.kʰiː.sə.ɦi.t̪ə/,सखी-सहित,0
346390,9145,सखीस्नेह,n,n-----m--a,,,,/sə.kʰiːs.neː.ɦə/,सखी-स्नेह,0
346392,8594,सकिरीटकौस्तुभ,a,ap----a--a,,,,/sə.ki.ɹiː.ʈə.ˈkəौs.t̪u.bʱə/,स-किरीट-कौस्तुभ,0
346393,8593,सकिंकर,a,ap----a--a,,,,/sə.kiŋ.kə.ɹə/,स-किंकर,0
346394,9127,सक्मन्,n,n-----n--n,,,,/ˈsək.mən/,स॔क्मन्,0
346395,9128,सक्म्य,n,n-----n--a,,,,/ˈsək.mjə/,स॔क्म्य,0
346396,,सकोप,a,ap----a--a,,ap----f--ā=>ा,,/sə.koː.pə/,स-कोप,0
346397,,सकोपम्,r,rp--------,,,,/sə.koː.pəm/,स-कोपम्,0
346398,,सकोपविकृति,a,ap----a--i,,,,/sə.koː.pə.ʋi.kɹ̩.t̪i/,स-कोप-विकृति,0
346399,,सकोश,a,ap----a--a,,,,/sə.koː.ɕə/,स-कोश,0
346400,8622,सक्रतु,a,ap----a--u,,,,/ˈsək.ɹə.t̪u/,स-क्रतु,0
346401,8623,सक्रिय,a,ap----a--a,,,,/ˈsək.ɹi.jə/,स-क्रिय,0
346402,,सक्रियत्व,n,n-----n--a,,,,/ˈsək.ɹi.ˈjət̪.ʋə/,स-क्रिय-त्व,0
346403,,सक्रोध,a,ap----a--a,,,,/ˈsək.ɹoː.d̪ʰə/,स-क्रोध,0
346404,,सक्रोधहासम्,r,rp--------,,,,/ˈsək.ɹoː.d̪ʰə.ɦɑː.səm/,स-क्रोध-हासम्,0
346405,,सक्रोधम्,r,rp--------,,,,/ˈsək.ɹoː.d̪ʰəm/,स-क्रोधम्,0
346406,,सक्रोधन,a,ap----a--a,,,,/ˈsək.ɹoː.d̪ʰə.nə/,स-क्रोधन,0
346407,8625,सक्रोड,a,ap----a--a,,,,/ˈsək.ɹoː.ɖə/,स-क्रोड,0
346408,8624,सक्रुध्,a,ap----a--c,,,,/ˈsək.ɹud̪ʰ/,स-क्रुध्,0
346409,9320,सक्त,a,ap----a--a,,,,/ˈsək.t̪ə/,सक्त॔,0
346410,,सक्तद्विष्,a,ap----a--c,,,,/ˈsək.ˈt̪əd̪.ʋiʂ/,सक्त॔-द्विष्,0
346411,9323,सक्तमूत्र,a,ap----a--a,,,,/ˈsək.t̪ə.muːt̪.ɹə/,सक्त॔-मूत्र,0
346412,,सक्तत्व,n,n-----n--a,,,,/ˈsək.ˈt̪ət̪.ʋə/,सक्त॔-त्व,0
346413,,सक्तता,n,n-----f--ā,,,,/ˈsək.t̪ə.t̪ɑː/,सक्त॔-ता,0
346414,9322,सक्तवैर,a,ap----a--a,,,,/ˈsək.t̪ə.ʋɑːi.ɹə/,सक्त॔-वैर,0
346415,,सक्तवत्,a,ap----a--c,,,,/ˈsək.t̪ə.ʋət̪/,सक्त॔-वत्,0
346416,9325,सक्तव्य,a,ap----a--a,,,,/ˈsək.ˈt̪əʋ.jə/,सक्तव्य,0
346417,202395,सक्थि,n,n-----n--i,,,,/ˈsək.t̪ʰi/,स॔क्थि,0
346418,154972,सक्ति,n,n-----f--i,,,,/ˈsək.t̪i/,सक्ति,0
346419,9327,सक्तिमत्,a,ap----a--c,,,,/ˈsək.t̪i.mət̪/,सक्ति-मत्,0
346420,9328,सक्तु,n,n-----m--u,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'u'}=सक्तु",/ˈsək.t̪u/,स॔क्तु,0
346421,9332,सक्तुधानी,n,n-----f--ī,,,,/ˈsək.t̪u.d̪ʰɑː.niː/,स॔क्तु-धानी,0
346422,9331,सक्तुघटाख्यायिका,n,n-----f--ā,,,,/ˈsək.t̪u.gʰə.ʈɑːkʰ.jɑː.ji.kɑː/,स॔क्तु-घटाख्यायिका,0
346423,9339,सक्तुहोम,n,n-----m--a,,,,/ˈsək.t̪u.ɦoːmə/,स॔क्तु-होम,0
346424,9340,सक्तुक,n,n-----m--a,,,,/ˈsək.t̪u.kə/,सक्तुक,0
346425,9329,सक्तुकार,n,n-----m--a,,,,/ˈsək.t̪u.kɑː.ɹə/,स॔क्तु-कार,0
346806,165022,समद्,v,v----a--2-,,,,/sə.məd̪/,सम्-अद्,0
346426,,सक्तुकारक,n,n-----m--a,,,n-----f--ā=सक्तुकारकइका,/ˈsək.t̪u.kɑː.ɹə.kə/,स॔क्तु-कारक,0
346427,,सक्तुल,a,ap----a--a,,,,/ˈsək.t̪u.lə/,सक्तुल,0
346428,9336,सक्तुमिश्र,a,ap----a--a,,,,/səkt̪umiɕɹə/,स॔क्तु-मिश्र,0
346429,9334,सक्तुफला,n,n-----f--ā,,,,/ˈsək.t̪u.pʰə.lɑː/,स॔क्तु-फला,0
346430,9335,सक्तुफली,n,n-----f--ī,,,,/ˈsək.t̪u.pʰə.liː/,स॔क्तु-फली,0
346431,9333,सक्तुप्रस्थीय,a,ap----a--a,,,,/ˈsək.ˈt̪up.ˈɹəs.t̪ʰiː.jə/,स॔क्तु-प्रस्थीय,0
346432,,सक्तुसिन्धु,n,n-----m--u,,,,/ˈsək.t̪u.sin.d̪ʰu/,स॔क्तु-सिन्धु,0
346433,,सक्तुश्री,a,ap----a--ī,,,,/səkt̪uɕɹiː/,स॔क्तु-श्री॔,0
346434,8597,सकुक्षि,a,ap----a--i,,,,/sə.ˈkuk.ʂi/,स-कुक्षि,0
346435,8603,सकुल,a,ap----a--a,,,,/sə.ku.lə/,स-कुल,0
346436,8604,सकुल,n,n-----m--a,,,,/sə.ku.lə/,स-कुल,0
346437,,सकुलज,a,ap----a--a,,,,/sə.ku.lə.d͡ʑə/,स-कुल-ज,0
346438,8605,सकुल्य,n,n-----m--a,,,,/sə.ˈkul.jə/,स-कुल्य,0
346439,8675,सकुरुण्ड,n,n-----m--a,,,,/sə.ku.ˈɹuɳ.ɖə/,सकुरुण्ड,0
346440,8607,सकुसुमास्तरण,a,ap----a--a,,,,/sə.ku.su.mɑːs.t̪ə.ɹə.ɳə/,स-कुसुमास्तरण,0
346441,,सकुतूहल,a,ap----a--a,,,,/sə.ku.t̪uː.ɦə.lə/,स-कुतूहल,0
346442,,सकुतूहलम्,r,rp--------,,,,/sə.ku.t̪uː.ɦə.ləm/,स-कुतूहलम्,0
346443,,सकुञ्जर,a,ap----a--a,,,,/sə.kuɲ.d͡ʑə.ɹə/,स-कुञ्जर,0
346444,,सकुश,a,ap----a--a,,,,/sə.ku.ɕə/,स-कुश,0
346445,,सकुण्ड,a,ap----a--a,,ap----f--ā=>ा,,/sə.ˈkuɳ.ɖə/,स-कुण्ड,0
346446,,सकुण्डल,a,ap----a--a,,,,/sə.ˈkuɳ.ɖə.lə/,स-कुण्डल,0
346447,,सकुष्ठिक,a,ap----a--a,,,,/sə.ˈkuʂ.ʈʰi.kə/,स-कुष्ठिक,0
346448,,सकुटुम्ब,a,ap----a--a,,ap----f--ā=>ा,,/sə.ku.ʈum.bə/,स-कुटुम्ब,0
346449,8627,सक्वण,a,ap----a--a,,,,/ˈsək.ʋə.ɳə/,स-क्वण,0
346450,,सकाकोल,a,ap----a--a,,,,/sə.kɑː.koː.lə/,स-काकोल,0
346451,8589,सकाल,a,ap----a--a,,,,/sə.kɑː.lə/,स-काल,0
346452,8590,सकालम्,r,rp--------,,,,/sə.kɑː.ləm/,स-कालम्,0
346453,8672,सकाली,n,n-----f--ī,,,,/sə.kɑː.liː/,सकाली,0
346454,8672,सकाली,n,n-----f--ī,,,,/sə.kɑː.liː/,स-काली,0
346455,,सकाम,a,ap----a--a,,ap----f--ā=>ा,,/sə.kɑː.mə/,स॔-काम,0
346456,8583,सकामम्,r,rp--------,,,,/sə.kɑː.məm/,स-कामम्,0
346457,,सकामारि,n,n-----m--i,,,,/sə.kɑː.mɑː.ɹi/,स-कामारि,0
346458,8585,सकार,a,ap----a--a,,,,/sə.kɑː.ɹə/,स-कार,0
346459,42120,सकार,n,n-----m--a,,,,/sə.kɑː.ɹə/,स-कार,0
346461,,सकारभेद,n,n-----m--a,,,,/sə.kɑː.ɹə.bʱeː.d̪ə/,स-कार-भेद,0
346462,8586,सकारण,a,ap----a--a,,,,/sə.kɑː.ɹə.ɳə/,स-कारण,0
346463,,सकारणक,a,ap----a--a,,ap----f--ā=>िका,,/sə.kɑː.ɹə.ɳə.kə/,स-कारणक,0
346464,,सकार्मुक,a,ap----a--a,,,,/sə.kɑːɹ.mu.kə/,स-कार्मुक,0
346465,8581,सकातर,a,ap----a--a,,,,/sə.kɑː.t̪ə.ɹə/,स-कातर,0
346466,,सकातरम्,r,rp--------,,,,/sə.kɑː.t̪ə.ɹəm/,स-कातरम्,0
346467,8584,सकायिका,n,n-----f--ā,,,,/sə.kɑː.ji.kɑː/,स-कायिका,0
346468,8674,सकाश,n,n-----m--a,,,,/sə.kɑː.ɕə/,स-काश,0
346469,8673,सकाश,a,ap----a--a,,,,/sə.kɑː.ɕə/,स-काश,0
346471,8592,सकाषाय,a,ap----a--a,,,,/sə.kɑː.ʂɑː.jə/,स-काषाय,0
346472,8596,सकील,n,n-----m--a,,,,/sə.kiː.lə/,स-कील,0
346473,,सकीट,a,ap----a--a,,ap----f--ā=>ा,,/sə.kiː.ʈə/,स-कीट,0
346474,8608,सकूति,a,ap----a--i,,,,/sə.kuː.t̪i/,स-कूति,0
346475,,सकृच्छ्र,a,ap----a--a,,,,/sə.ˈkɹ̩t͡ɕ.t͡ɕʰɹə/,स-कृच्छ्र,0
346476,8683,सकृच्छ्रुतधर,a,ap----a--a,,,,/sə.ˈkɹ̩t͡ɕ.t͡ɕʰɹu.t̪ə.d̪ʰə.ɹə/,सकृच्-छ्रुत-धर,0
346477,8684,सकृदभिषुत,a,ap----a--a,,,,/sə.kɹ̩.d̪ə.bʱi.ʂu.t̪ə/,सकृद्-अभिषुत,0
346478,8691,सकृद्गर्भ,n,n-----m--a,,,,/sə.ˈkɹ̩d̪.ˈgəɹ.bʱə/,सकृद्-गर्भ,0
346479,8692,सकृद्गर्भा,n,n-----f--ā,,,,/sə.ˈkɹ̩d̪.ˈgəɹ.bʱɑː/,सकृद्-गर्भा,0
346480,8690,सकृद्गति,n,n-----f--i,,,,/sə.ˈkɹ̩d̪.gə.t̪i/,सकृद्-गति,0
346481,,सकृद्ग्रह,n,n-----m--a,,,,/sə.ˈkɹ̩d̪.gɹə.ɦə/,सकृद्-ग्रह,0
346482,,सकृद्ग्राह,n,n-----m--a,,,,/sə.ˈkɹ̩d̪.gɹɑː.ɦə/,सकृद्-ग्राह,0
346483,,सकृद्गुह,n,n-----m--a,,,,/sə.ˈkɹ̩d̪.gu.ɦə/,सकृद्-गुह,0
346484,8688,सकृदुक्तगृहीतार्थ,a,ap----a--a,,,,/sə.kɹ̩.ˈd̪uk.t̪ə.gɹ̩.ɦiː.t̪ɑːɹ.t̪ʰə/,सकृद्-उक्त-गृहीतार्थ,0
346485,8689,सकृदुपमथित,a,ap----a--a,,,,/sə.kɹ̩.d̪u.pə.mə.t̪ʰi.t̪ə/,सकृद्-उपमथित॔,0
346486,8693,सकृद्वह,n,n-----m--a,,,,/sə.ˈkɹ̩d̪.ʋə.ɦə/,सकृद्-वह,0
346487,8696,सकृद्विभात,a,ap----a--a,,,,/sə.ˈkɹ̩d̪.ʋi.bʱɑː.t̪ə/,सकृद्-विभात,0
346488,,सकृद्विद्युत्त,n,n-----n--a,,,,/sə.ˈkɹ̩d̪.ˈʋid̪.ˈjut̪.t̪ə/,सकृद्-विद्युत्त॔,0
346489,,सकृद्विद्युत्त,a,ap----a--a,,ap----f--ā=>ा,,/sə.ˈkɹ̩d̪.ˈʋid̪.ˈjut̪.t̪ə/,सकृद्-विद्युत्त॔,0
346490,8697,सकृद्वीर,n,n-----m--a,,,,/sə.ˈkɹ̩d̪.ʋiː.ɹə/,सकृद्-वीर,0
346491,8685,सकृदाच्छिन्न,a,ap----a--a,,,,/sə.kɹ̩.d̪ɑːt͡ɕ.t͡ɕʰin.nə/,सकृद्-आच्छिन्न॔,0
346492,8686,सकृदादीपन,n,n-----n--a,,,,/sə.kɹ̩.d̪ɑː.d̪iː.pə.nə/,सकृद्-आदीपन,0
346493,8832,सकृदागामिन्,n,n-----m--n,,,,/sə.kɹ̩.d̪ɑː.gɑː.min/,सकृद्-आगामिन्,0
346494,,सकृदागामिफल,n,n-----n--a,,,,/sə.kɹ̩.d̪ɑː.gɑː.mi.pʰə.lə/,सकृद्-आगामि-फल,0
