-f--ī,,,,/ɹiː/,री,0
346030,99872,सैकत,n,n-----m--a,,,,/sɑːi.kə.t̪ə/,सैकत॔,0
346031,99873,सैकत,n,n-----n--a,,,n-----f--ā=सैकतआ,/sɑːi.kə.t̪ə/,सैकत॔,0
346032,99871,सैकत,a,ap----a--a,,ap----f--ī=>ी,,/sɑːi.kə.t̪ə/,सैकत॔,0
346033,99874,सैकतवत्,a,ap----a--c,,,,/sɑːi.kə.t̪ə.ʋət̪/,सैकत॔-वत्,0
346034,99875,सैकतेष्ट,n,n-----n--a,,,,/sɑːi.kə.t̪eːʂ.ʈə/,सैकतेष्ट,0
346035,99876,सैकतिक,a,ap----a--a,,,,/sɑːi.kə.t̪i.kə/,सैकतिक,0
346037,99877,सैकतिक,n,n-----m--a,,,,/sɑːi.kə.t̪i.kə/,सैकतिक,0
346038,99878,सैकतिक,n,n-----n--a,,,,/sɑːi.kə.t̪i.kə/,सैकतिक,0
346039,99879,सैकतिन्,a,ap----a--n,,,,/sɑːi.kə.t̪in/,सैकतिन्,0
346040,,सैकयत,n,n-----m--a,,,,/sɑːi.kə.jə.t̪ə/,सैकयत,0
346041,99881,सैकयतविध,a,ap----a--a,,,,/sɑːi.kə.jə.t̪ə.ʋi.d̪ʰə/,सैकयत-विध,0
346042,99882,सैकयत्या,n,n-----f--ā,,,,/sɑːi.kə.ˈjət̪.jɑː/,सैकयत्या,0
346043,99883,सैक्य,a,ap----a--a,,,,/sɑːi.kjə/,सैक्य,0
346044,99870,सैकावलि,a,ap----a--i,,ap----f--ī=>ी,,/sɑːi.kɑː.ʋə.li/,सैकावलि,0
346045,99884,सैक्षव,a,ap----a--a,,,,/sɑːik.ʂə.ʋə/,सैक्षव,0
346046,99964,सैलग,n,n-----m--a,,,,/sɑːi.lə.gə/,सैलग॔,0
346047,99965,सैलि,n,n-----m--i,,,,/sɑːi.li/,सैलि,0
346048,99941,सैमन्तिक,n,n-----n--a,,,,/sɑːi.mən.t̪i.kə/,सैमन्तिक,0
346049,,सैनक,n,n-----n--a,,,,/sɑːi.nə.kə/,सैनक,0
346051,99924,सैन्धव,n,n-----m--a,,,,/sɑːin.d̪ʰə.ʋə/,सैन्धव॔,0
346053,99927,सैन्धव,n,n-----n--a,,,,/sɑːin.d̪ʰə.ʋə/,सैन्धव॔,0
346054,99923,सैन्धव,a,ap----a--a,,ap----f--ī=>ी,,/sɑːin.d̪ʰə.ʋə/,सैन्धव॔,0
346058,,सैन्धवचूर्ण,n,n-----n--a,,,,/sɑːin.d̪ʰə.ʋə.t͡ɕuːɹ.ɳə/,सैन्धव॔-चूर्ण,0
346059,,सैन्धवघन,n,n-----m--a,,,,/sɑːin.d̪ʰə.ʋə.gʰə.nə/,सैन्धव॔-घन॔,0
346060,99934,सैन्धवक,a,ap----a--a,,,,/sɑːin.d̪ʰə.ʋə.kə/,सैन्धवक,0
346061,99935,सैन्धवक,n,n-----m--a,,,,/sɑːin.d̪ʰə.ʋə.kə/,सैन्धवक,0
346062,,सैन्धवखिल्य,n,n-----m--a,,,,/sɑːin.d̪ʰə.ʋə.ˈkʰil.jə/,सैन्धव॔-खिल्य॔,0
346063,99932,सैन्धवसर्पिस्,n,n-----n-si,,,,/sɑːin.d̪ʰə.ʋə.ˈsəɹ.pis/,सैन्धव॔-सर्पिस्,0
346064,99931,सैन्धवशिलाशकल,n,n-----n--a,,,,/sɑːin.d̪ʰə.ʋə.ɕi.lɑː.ɕə.kə.lə/,सैन्धव॔-शिला-शकल,0
346065,99933,सैन्धवारण्य,n,n-----n--a,,,,/sɑːin.d̪ʰə.ʋɑː.ˈɹəɳ.jə/,सैन्धवारण्य,0
346066,99936,सैन्धवायन,n,n-----m--a,,,,/sɑːin.d̪ʰə.ʋɑː.jə.nə/,सैन्धवायन,0
346067,99937,सैन्धवायनि,n,n-----m--i,,,,/sɑːin.d̪ʰə.ʋɑː.jə.ni/,सैन्धवायनि,0
346068,99926,सैन्धवी,n,n-----f--ī,,,,/sɑːin.d̪ʰə.ʋiː/,सैन्धवी॔,0
346115,99957,सैरेयक,n,n-----m--a,,,,/sɑːi.ɹeː.jə.kə/,सैरेयक,0
346069,99938,सैन्धुक्षित,n,n-----n--a,,,,/sɑːin.ˈd̪ʰuk.ʂi.t̪ə/,सैन्धुक्षित,0
346070,,सैन्धुमित्रिक,n,n-----n--a,,,n-----f--ā=सैन्धुमित्रिकआ n-----f--ī=सैन्धुमित्रिकई,/sɑːin.d̪ʰu.ˈmit̪.ɹi.kə/,सैन्धुमित्रिक,0
346071,,सैन्धुवक्त्रक,a,ap----a--a,,,,/sɑːin.d̪ʰu.ˈʋək.t̪ɹə.kə/,सैन्धुवक्त्रक,0
346072,99940,सैन्धी,n,n-----f--ī,,,,/sɑːin.d̪ʰiː/,सैन्धी,0
346073,99922,सैन्दूर,a,ap----a--a,,,,/sɑːin.d̪uː.ɹə/,सैन्दूर,0
346074,99901,सैनिक,a,ap----a--a,,,,/sɑːi.ni.kə/,सैनिक,0
346076,99902,सैनिक,n,n-----m--a,,,,/sɑːi.ni.kə/,सैनिक,0
346077,99904,सैन्य,n,n-----m--a,,,n-----f--ā=सैन्यआ,/sɑːi.njə/,सैन्य,0
346080,99905,सैन्य,n,n-----n--a,,,,/sɑːi.njə/,सैन्य,0
346081,99903,सैन्य,a,ap----a--a,,,,/sɑːi.njə/,सैन्य,0
346083,99908,सैन्यघातकर,a,ap----a--a,,,,/sɑːi.njə.gʰɑː.t̪ə.kə.ɹə/,सैन्य-घात-कर,0
346084,99918,सैन्यहन्तृ,n,n-----m--r,,,,/sɑːi.njə.ɦən.t̪ɹ̩/,सैन्य-हन्तृ,0
346085,,सैन्यकक्ष,n,n-----m--a,,,,/sɑːi.njə.ˈkək.ʂə/,सैन्य-कक्ष,0
346086,99907,सैन्यक्षोभ,n,n-----m--a,,,,/sɑːi.ˈnjək.ʂoː.bʱə/,सैन्य-क्षोभ,0
346087,99914,सैन्यमय,a,ap----a--a,,ap----f--ī=>ी,,/sɑːi.njə.mə.jə/,सैन्य-मय,0
346088,99910,सैन्यनिग्राहिका,n,n-----f--ā,,,,/sɑːi.njə.ˈnig.ɹɑː.ɦi.kɑː/,सैन्य-निग्राहिका,0
346089,99911,सैन्यनिवेशभूमि,n,n-----f--i,,,,/sɑːi.njə.ni.ʋeː.ɕə.bʱuː.mi/,सैन्य-निवेश-भूमि,0
346090,99909,सैन्यनायक,n,n-----m--a,,,,/sɑːi.njə.nɑː.jə.kə/,सैन्य-नायक,0
346091,,सैन्यपति,n,n-----m--i,,,,/sɑːi.njə.pə.t̪i/,सैन्य-पति,0
346092,,सैन्यपाल,n,n-----m--a,,,,/sɑːi.njə.pɑː.lə/,सैन्य-पाल,0
346093,99913,सैन्यपृष्ठ,n,n-----n--a,,,,/sɑːi.njə.ˈpɹ̩ʂ.ʈʰə/,सैन्य-पृष्ठ,0
346094,,सैन्यपृष्ठभाग,n,n-----m--a,,,,/sɑːi.njə.ˈpɹ̩ʂ.ʈʰə.bʱɑː.gə/,सैन्य-पृष्ठ-भाग,0
346095,99916,सैन्यव्यपदेश,n,n-----m--a,,,,/sɑːi.ˈnjəʋ.jə.pə.d̪eː.ɕə/,सैन्य-व्यपदेश,0
346096,99915,सैन्यवास,n,n-----m--a,,,,/sɑːi.njə.ʋɑː.sə/,सैन्य-वास,0
346097,99917,सैन्यशिरस्,n,n-----n-sa,,,,/sɑːi.njə.ɕi.ɹəs/,सैन्य-शिरस्,0
346098,99921,सैन्योपवेशन,n,n-----n--a,,,,/sɑːi.njoː.pə.ʋeː.ɕə.nə/,सैन्योपवेशन,0
346099,99919,सैन्याधिपति,n,n-----m--i,,,,/sɑːi.njɑː.d̪ʰi.pə.t̪i/,सैन्याधिपति,0
346100,99920,सैन्याध्यक्ष,n,n-----m--a,,,,/sɑːi.njɑːd̪ʰ.ˈjək.ʂə/,सैन्याध्यक्ष,0
346101,99899,सैनान्य,n,n-----n--a,,,,/sɑːi.nɑːn.jə/,सैनान्य,0
346102,99898,सैनानीक,a,ap----a--a,,,,/sɑːi.nɑː.niː.kə/,सैनानीक,0
346103,99900,सैनापत्य,n,n-----n--a,,,,/sɑːi.nɑː.ˈpət̪.jə/,सैनापत्य,0
346104,99942,सैर,a,ap----a--a,,ap----f--ī=>ी,,/sɑːi.ɹə/,सैर,0
346105,99943,सैर,n,n-----n--a,,,,/sɑːi.ɹə/,सैर,0
346107,,सैरकायण,a,ap----a--a,,,,/sɑːi.ɹə.kɑː.jə.ɳə/,सैरकायण,0
346108,99945,सैरंध्र,n,n-----m--a,,,,/sɑːi.ɹən.d̪ʰɹə/,सैरंध्र,0
346109,99947,सैरंध्रिका,n,n-----f--ā,,,,/sɑːi.ɹən.d̪ʰɹi.kɑː/,सैरंध्रिका,0
346111,99946,सैरंध्री,n,n-----f--ī,,,,/sɑːi.ɹən.d̪ʰɹiː/,सैरंध्री,0
346113,99956,सैरेय,n,n-----m--a,,,,/sɑːi.ɹeː.jə/,सैरेय,0
346114,,सैरेय,n,n-----n--a,,,,/sɑːi.ɹeː.jə/,सैरेय,0
346116,99958,सैरेयक,n,n-----n--a,,,,/sɑːi.ɹeː.jə.kə/,सैरेयक,0
346117,99948,सैरि,n,n-----m--i,,,,/sɑːi.ɹi/,सैरि,0
346118,99961,सैरिभ,n,n-----m--a,,,,/sɑːi.ɹi.bʱə/,सैरिभ,0
346119,99962,सैरिभी,n,n-----f--ī,,,,/sɑːi.ɹi.bʱiː/,सैरिभी,0
346120,99950,सैरिक,n,n-----m--a,,,,/sɑːi.ɹi.kə/,सैरिक,0
346121,99949,सैरिक,a,ap----a--a,,,,/sɑːi.ɹi.kə/,सैरिक,0
346125,99951,सैरिंध,n,n-----m--a,,,,/sɑːi.ɹin.d̪ʰə/,सैरिंध,0
346126,,सैरिंध्र,n,n-----m--a,,,n-----f--ī=सैरिंध्रई,/sɑːi.ɹin.d̪ʰɹə/,सैरिंध्र,0
346127,,सैरिंध्रक,a,ap----a--a,,,,/sɑːi.ɹin.d̪ʰɹə.kə/,सैरिंध्रक,0
346128,99963,सैरिष्ठ,n,n-----m--a,,,,/sɑːi.ˈɹiʂ.ʈʰə/,सैरिष्ठ,0
346129,99959,सैर्य,n,n-----m--a,,,,/sɑːi.ɹjə/,सैर्य॔,0
346130,99960,सैरावत्,a,ap----a--c,,,,/sɑːi.ɹɑː.ʋət̪/,सैरा-वत्,0
346131,99954,सैरीय,n,n-----m--a,,,,/sɑːi.ɹiː.jə/,सैरीय,0
346132,99955,सैरीयक,n,n-----m--a,,,,/sɑːi.ɹiː.jə.kə/,सैरीयक,0
346133,99967,सैस,a,ap----a--a,,,,/sɑːi.sə/,सैस,0
346134,99968,सैसक,a,ap----a--a,,,,/sɑːi.sə.kə/,सैसक,0
346135,99969,सैसिकत,n,n-----m--a,,,,/sɑːi.si.kə.t̪ə/,सैसिकत,0
346136,99886,सैत,n,n-----m--a,,,,/sɑːi.t̪ə/,सैत,0
346137,,सैतकेय,a,ap----a--a,,,,/sɑːi.t̪ə.keː.jə/,सैतकेय,0
346138,99889,सैतव,n,n-----m--a,,,,/sɑːi.t̪ə.ʋə/,सै॔तव,0
346139,99888,सैतव,a,ap----a--a,,,,/sɑːi.t̪ə.ʋə/,सै॔तव,0
346140,99890,सैतवाहिनी,n,n-----f--ī,,,,/sɑːi.t̪ə.ʋɑː.ɦi.niː/,सैतवाहिनी,0
346141,,सैवालिन,a,ap----a--a,,,,/sɑːi.ʋɑː.li.nə/,सैवालिन,0
346142,99856,सैंह,a,ap----a--a,,ap----f--ī=>ी,,/sɑːĩ.ɦə/,सैंह,0
346143,,सैंहकरोण,n,n-----m--a,,,,/sɑːĩ.ɦə.kə.ɹoː.ɳə/,सैंहकरोण,0
346144,99858,सैंहकर्ण,a,ap----a--a,,,,/sɑːĩ.ɦə.ˈkəɹ.ɳə/,सैंहकर्ण,0
346145,,सैंहकायन,a,ap----a--a,,,,/sɑːĩ.ɦə.kɑː.jə.nə/,सैंहकायन,0
346146,99862,सैंहल,n,n-----n--a,,,,/sɑːĩ.ɦə.lə/,सैंहल,0
346147,99860,सैंहल,a,ap----a--a,,ap----f--ī=>ी,,/sɑːĩ.ɦə.lə/,सैंहल,0
346148,99861,सैंहली,n,n-----f--ī,,,,/sɑːĩ.ɦə.liː/,सैंहली,0
346149,99864,सैंहिक,a,ap----a--a,,,,/sɑːĩ.ɦi.kə/,सैंहिक,0
346150,99865,सैंहिक,n,n-----m--a,,,,/sɑːĩ.ɦi.kə/,सैंहिक,0
346151,99867,सैंहिकेय,n,n-----m--a,,,,/sɑːĩ.ɦi.keː.jə/,सैंहिकेय,0
346152,99866,सैंहिकेय,a,ap----a--a,,,,/sɑːĩ.ɦi.keː.jə/,सैंहिकेय,0
346154,99863,सैंहाद्रिक,n,n-----m--a,,,,/sɑːĩ.ɦɑːd̪.ɹi.kə/,सैंहाद्रिक,0
346155,,सज्,v,v----a--1- v----d--1-,,,,/səd͡ʑ/,सज्,0
346156,9209,सजल,a,ap----a--a,,,,/sə.d͡ʑə.lə/,स-जल,0
346157,,सजलनयन,a,ap----a--a,,,,/sə.d͡ʑə.lə.nə.jə.nə/,स-जल-नयन,0
346158,,सजलपृषत,a,ap----a--a,,,,/sə.d͡ʑə.lə.pɹ̩.ʂə.t̪ə/,स-जल-पृषत,0
346159,,सजलत्व,n,n-----n--a,,,,/sə.d͡ʑə.ˈlət̪.ʋə/,स-जल-त्व,0
346160,,सजम्बाल,a,ap----a--a,,,,/sə.d͡ʑəm.bɑː.lə/,स-जम्बाल,0
346161,,सजन,a,ap----a--a,,,,/sə.d͡ʑə.nə/,स-जन॔,0
346162,,सजन,n,n-----m--a,,,,/sə.d͡ʑə.nə/,स-जन॔,0
346163,,सजनपद,a,ap----a--a,,,,/sə.d͡ʑə.nə.pə.d̪ə/,स-जनपद,0
346164,,सजने,r,rp--------,,,,/sə.d͡ʑə.neː/,स-जने,0
346167,,सजनामात्य,a,ap----a--a,,,,/sə.d͡ʑə.nɑː.mɑːt̪.jə/,स-जनामात्य,0
346168,216484,सजनीय,n,n-----n--a,,,,/sə.d͡ʑə.niː.jə/,स-जनी॔य,0
346169,9207,सजप,n,n-----m--a,,,,/sə.d͡ʑə.pə/,स-जप,0
346170,,सजप,a,ap----a--a,,,,/sə.d͡ʑə.pə/,स-जप,0
346171,,सजित्वन्,a,ap----a--n,,ap----f--ī=>री,,/sə.ˈd͡ʑit̪.ʋən/,स-जि॔त्वन्,0
346172,9215,सजिष्णु,a,ap----a--u,,,,/sə.ˈd͡ʑiʂ.ɳu/,स-जिष्णु,0
346173,,सज्ज्,v,v----a--1-,,,,/səd͡ʑd͡ʑ/,सज्ज्,0
346175,9239,सज्ज,a,ap----a--a,,ap----f--ā=>ा,,/ˈsəd͡ʑ.d͡ʑə/,सज्ज,0
346176,9241,सज्जकर्मन्,n,n-----n--n,,,,/ˈsəd͡ʑ.d͡ʑə.ˈkəɹ.mən/,सज्ज-कर्मन्,0
346177,16558,सज्जल,n,n-----m--a,,,,/ˈsəd͡ʑ.d͡ʑə.lə/,सज्जल,0
346178,16558,सज्जल,n,n-----m--a,,,,/ˈsəd͡ʑ.d͡ʑə.lə/,सज्-जल,0
346179,16556,सज्जन,a,ap----a--a,,,,/ˈsəd͡ʑ.d͡ʑə.nə/,सज्-जन,0
346181,9244,सज्जन,n,n-----n--a,,,,/ˈsəd͡ʑ.d͡ʑə.nə/,सज्जन,0
346183,16557,सज्जन,n,n-----m--a,,,,/ˈsəd͡ʑ.d͡ʑə.nə/,सज्-जन,0
346185,16556,सज्जन,a,ap----a--a,,,,/ˈsəd͡ʑ.d͡ʑə.nə/,सज्जन,0
346187,,सज्जनचित्तवल्लभ,n,n-----n--a,,,,/ˈsəd͡ʑ.d͡ʑə.nə.ˈt͡ɕit̪.t̪ə.ˈʋəl.lə.bʱə/,सज्-जन-चित्त-वल्लभ,0
346188,,सज्जनगर्हित,a,ap----a--a,,,,/ˈsəd͡ʑ.d͡ʑə.nə.ˈgəɹ.ɦi.t̪ə/,सज्-जन-गर्हित,0
346189,,सज्जनैकवसति,a,ap----a--i,,,,/ˈsəd͡ʑ.d͡ʑə.nɑːi.kə.ʋə.sə.t̪i/,सज्-जनैक-वसति,0
346190,,सज्जनमनोरथ,n,n-----m--a,,,,/ˈsəd͡ʑ.d͡ʑə.nə.mə.noː.ɹə.t̪ʰə/,सज्-जन-मनोरथ,0
346191,,सज्जनमण्डन,n,n-----n--a,,,,/ˈsəd͡ʑ.d͡ʑə.nə.ˈməɳ.ɖə.nə/,सज्-जन-मण्डन,0
346192,,सज्जनरञ्जिनी,n,n-----f--ī,,,,/ˈsəd͡ʑ.d͡ʑə.nə.ɹəɲ.d͡ʑi.niː/,सज्-जन-रञ्जिनी,0
346193,,सज्जनवल्लभ,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=सज्जनवल्लभ",/ˈsəd͡ʑ.d͡ʑə.nə.ˈʋəl.lə.bʱə/,सज्-जन-वल्लभ,0
346194,,सज्जनवल्लभा,n,n-----f--ā,,,,/ˈsəd͡ʑ.d͡ʑə.nə.ˈʋəl.lə.bʱɑː/,सज्-जन-वल्लभा,0
346195,,सज्जनेष्ट,a,ap----a--a,,,,/ˈsəd͡ʑ.d͡ʑə.neːʂ.ʈə/,सज्-जने॔ष्ट,0
346196,9242,सज्जता,n,n-----f--ā,,,,/ˈsəd͡ʑ.d͡ʑə.t̪ɑː/,सज्ज-ता,0
346198,16555,सज्जटा,n,n-----f--ā,,,,/ˈsəd͡ʑ.d͡ʑə.ʈɑː/,सज्-जटा,0
346199,,सज्जित,a,ap----a--a,,,,/ˈsəd͡ʑ.d͡ʑi.t̪ə/,सज्जित,0
346200,,सज्जुष्ट,a,ap----a--a,,,,/ˈsəd͡ʑ.ˈd͡ʑuʂ.ʈə/,सज्-जुष्ट,0
346201,9240,सज्जा,n,n-----f--ā,,,,/ˈsəd͡ʑ.d͡ʑɑː/,सज्जा,0
346203,173799,सज्जीभू,v,v----a--1-,,,,/ˈsəd͡ʑ.d͡ʑiː.bʱuː/,सज्जी-भू,0
346204,,सज्जीभूत,a,ap----a--a,,,,/ˈsəd͡ʑ.d͡ʑiː.bʱuː.t̪ə/,सज्जी-भूत,0
346205,9246,सज्जीकरण,n,n-----n--a,,,,/ˈsəd͡ʑ.d͡ʑiː.kə.ɹə.ɳə/,सज्जी-करण,0
346206,213381,सज्जीकृ,v,v----a--8-,,,,/ˈsəd͡ʑ.d͡ʑiː.kɹ̩/,सज्जी-कृ,0
346207,,सज्जीकृत,a,ap----a--a,,,,/ˈsəd͡ʑ.d͡ʑiː.kɹ̩.t̪ə/,सज्जी-कृत,0
346208,,सज्जीय,v,v----d----,,,,/ˈsəd͡ʑ.d͡ʑiː.jə/,सज्जीय,0
346209,221093,सजोष,a,ap----a--a,,,,/sə.d͡ʑoː.ʂə/,स-जो॔ष,0
346210,9220,सजोषस्,a,ap----a-sa,,,,/sə.d͡ʑoː.ʂəs/,स-जो॔षस्,0
346211,9221,सजोषस्,r,rp--------,,,,/sə.d͡ʑoː.ʂəs/,स-जो॔षस्,0
346212,9219,सजोषण,n,n-----n--a,,,,/sə.d͡ʑoː.ʂə.ɳə/,स-जो॔षण,0
346213,9217,सजुष्,a,ap----a--c,,,,/sə.d͡ʑuʂ/,स-जुष्,0
346216,9250,सज्यकर्मन्,n,n-----n--n,,,,/ˈsəd͡ʑ.jə.ˈkəɹ.mən/,स-ज्य-कर्मन्,0
346217,,सज्यसायक,a,ap----a--a,,,,/ˈsəd͡ʑ.jə.sɑː.jə.kə/,स-ज्य-सायक,0
346219,9223,सज्योतिस्,r,rp--------,,,,/ˈsəd͡ʑ.joː.t̪is/,स-ज्योतिस्,0
346220,,सज्योतिस्,a,ap----a-si,,,,/ˈsəd͡ʑ.joː.t̪is/,स-ज्योतिस्,0
346221,9224,सज्योत्स्ना,n,n-----f--ā,,,,/ˈsəd͡ʑ.joːt̪s.nɑː/,स-ज्योत्स्ना,0
346222,,सज्यीकृ,v,v----a--8-,,,,/ˈsəd͡ʑ.jiː.kɹ̩/,सज्यी-कृ,0
346223,,सजागर,a,ap----a--a,,,,/sə.d͡ʑɑː.gə.ɹə/,स-जागर,0
346224,,सजाल,a,ap----a--a,,,,/sə.d͡ʑɑː.lə/,स-जाल,0
346225,9211,सजानि,a,ap----a--i,,,,/sə.d͡ʑɑː.ni/,स-जानि,0
346226,,सजार,a,ap----a--a,,ap----f--ā=>ा,,/sə.d͡ʑɑː.ɹə/,स-जार,0
346227,9228,सजात,n,n-----m--a,,,,/sə.d͡ʑɑː.t̪ə/,स-जात॔,0
346228,9227,सजात,a,ap----a--a,,ap----f--ā=>ा,,/sə.d͡ʑɑː.t̪ə/,स-जात॔,0
346230,9229,सजातकाम,a,ap----a--a,,,,/sə.d͡ʑɑː.t̪ə.kɑː.mə/,स-जात॔-काम,0
346231,9231,सजातवनस्या,n,n-----f--ā,,,,/sə.d͡ʑɑː.t̪ə.ʋə.ˈnəs.jɑː/,स-जात॔-वनस्या॔,0
346232,,सजातवनि,a,ap----a--i,,,,/sə.d͡ʑɑː.t̪ə.ʋə.ni/,स-जात॔-व॔नि,0
346233,9230,सजातवत्,a,ap----a--c,,,,/sə.d͡ʑɑː.t̪ə.ʋət̪/,स-जात॔-वत्,0
346234,9233,सजातशंस,n,n-----m--a,,,,/sə.d͡ʑɑː.t̪ə.ˈɕə̃.sə/,स-जात॔-शंस॔,0
346235,9235,सजाति,n,n-----m--i,,,,/sə.d͡ʑɑː.t̪i/,स-जाति,0
346236,9234,सजाति,a,ap----a--i,,,,/sə.d͡ʑɑː.t̪i/,स-जाति,0
346237,9238,सजात्य,n,n-----n--a,,,,/sə.d͡ʑɑːt̪.jə/,स-जात्य॔,0
346238,9237,सजात्य,a,ap----a--a,,,,/sə.d͡ʑɑːt̪.jə/,स-जात्य॔,0
346239,9236,सजातीय,a,ap----a--a,,,,/sə.d͡ʑɑː.t̪iː.jə/,स-जातीय,0
346240,,सजातीयविसिष्टान्तराघटितत्व,n,n-----n--a,,,,/sə.d͡ʑɑː.t̪iː.jə.ʋi.ˈsiʂ.ʈɑːn.t̪ə.ɹɑː.gʰə.ʈi.ˈt̪ət̪.ʋə/,स-जातीय-विसिष्टान्तराघटित-त्व,0
346241,9212,सजाय,a,ap----a--a,,,,/sə.d͡ʑɑː.jə/,स-जाय,0
346242,9216,सजीव,a,ap----a--a,,ap----f--ā=>ा,,/sə.d͡ʑiː.ʋə/,स-जीव,0
346243,,सजीवता,n,n-----f--ā,,,,/sə.d͡ʑiː.ʋə.t̪ɑː/,स-जीव-ता,0
346245,,सजूरब्दीय,a,ap----a--a,,,,/sə.d͡ʑuː.ˈɹəb.d̪iː.jə/,स-जूर्-अब्दी॔य,0
346246,218900,सजूस्,r,rp--------,,,,/sə.d͡ʑuːs/,स-जू॔स्,0
346248,9218,सजृम्भिकम्,r,rp--------,,,,/sə.d͡ʑɹ̩m.bʱi.kəm/,स-जृम्भिकम्,0
346249,,सक,n,n-----n--a,,,,/sə.kə/,सक॔,0
346250,220048,सक,a,ap----a--a,,ap----f--ā=>ा,,/sə.kə/,सक॔,0
346251,,सकच्छप,a,ap----a--a,,,,/sə.ˈkət͡ɕ.t͡ɕʰə.pə/,स-कच्छप,0
346252,8616,सकैतव,a,ap----a--a,,,,/sə.kɑːi.t̪ə.ʋə/,स-कैतव,0
346253,,सकैतवम्,r,rp--------,,,,/sə.kɑːi.t̪ə.ʋəm/,स-कैतवम्,0
346254,8639,सकल,a,ap----a--a,,,,/sə.kə.lə/,स-कल,0
346256,,सकलभुवनमय,a,ap----a--a,,ap----f--ī=>ी,,/sə.kə.lə.bʱu.ʋə.nə.mə.jə/,स-कल-भुवन-मय,0
346257,,सकलदेह,n,n-----m--a,,,,/sə.kə.lə.d̪eː.ɦə/,स-कल-देह,0
346258,8645,सकलदेवताप्रतिष्ठा,n,n-----f--ā,,,,/sə.kə.lə.d̪eː.ʋə.t̪ɑːp.ɹə.ˈt̪iʂ.ʈʰɑː/,स-कल-देवता-प्रतिष्ठा,0
346259,,सकलदोषमय,a,ap----a--a,,ap----f--ī=>ी,,/sə.kə.lə.d̪oː.ʂə.mə.jə/,स-कल-दोष-मय,0
346260,8642,सकलग्रन्थदीपिका,n,n-----f--ā,,,,/sə.kə.ˈləg.ɹən.t̪ʰə.d̪iː.pi.kɑː/,स-कल-ग्रन्थ-दीपिका,0
346262,,सकलहंसगण,a,ap----a--a,,,,/sə.kə.lə.ˈɦə̃.sə.gə.ɳə/,स-कल-हंस-गण,0
346263,,सकलहंसगण,a,ap----a--a,,,,/sə.kə.lə.ˈɦə̃.sə.gə.ɳə/,स-कलहंस-गण,0
346264,,सकलजन,n,n-----m--a,,,,/sə.kə.lə.d͡ʑə.nə/,स-कल-जन,0
346265,,सकलजननी,n,n-----f--ī,,,,/sə.kə.lə.d͡ʑə.nə.niː/,स-कल-जननी,0
346266,,सकलजननीस्तव,n,n-----m--a,,,,/sə.kə.lə.d͡ʑə.nə.niːs.t̪ə.ʋə/,स-कल-जननी-स्तव,0
346267,8670,सकलकल,n,n-----m--a,,,,/sə.kə.lə.kə.lə/,सकलकल,0
346268,8640,सकलकर्मचिन्तामणि,n,n-----m--i,,,,/sə.kə.lə.ˈkəɹ.mə.t͡ɕin.t̪ɑː.mə.ɳi/,स-कल-कर्म-चिन्तामणि,0
346269,,सकलकामदुघ,a,ap----a--a,,ap----f--ā=>ा,,/sə.kə.lə.kɑː.mə.d̪u.gʰə/,स-कल-काम-दुघ,0
346270,,सकललोक,n,n-----m--a,,,,/sə.kə.lə.loː.kə/,स-कल-लोक,0
346271,,सकलप्रबन्धवर्णसारसंग्रह,n,n-----m--a,,,,/sə.kə.ˈləp.ɹə.bən.d̪ʰə.ˈʋəɹ.ɳə.sɑː.ɹə.səŋ.gɹə.ɦə/,स-कल-प्रबन्ध-वर्ण-सार-संग्रह,0
346272,,सकलप्रमाणसंग्रह,n,n-----m--a,,,,/sə.kə.ˈləp.ɹə.mɑː.ɳə.səŋ.gɹə.ɦə/,स-कल-प्रमाण-संग्रह,0
346273,,सकलपुराणसमुच्चय,n,n-----m--a,,,,/sə.kə.lə.pu.ɹɑː.ɳə.sə.ˈmut͡ɕ.t͡ɕə.jə/,स-कल-पुराण-समुच्चय,0
346274,,सकलपुराणतात्पर्यसार,n,n-----m--a,,,,/sə.kə.lə.pu.ɹɑː.ɳə.t̪ɑːt̪.ˈpəɹ.jə.sɑː.ɹə/,स-कल-पुराण-तात्पर्य-सार,0
346275,,सकलपाठ,n,n-----m--a,,,,/sə.kə.lə.pɑː.ʈʰə/,स-कल-पाठ,0
346276,8652,सकलरूपक,n,n-----n--a,,,,/sə.kə.lə.ɹuː.pə.kə/,स-कल-रूपक,0
346277,,सकलसिद्धि,n,n-----f--i,,,,/sə.kə.lə.ˈsid̪.d̪ʰi/,स-कल-सिद्धि,0
346278,,सकलसिद्धि,a,ap----a--i,,,,/sə.kə.lə.ˈsid̪.d̪ʰi/,स-कल-सिद्धि,0
346279,,सकलसिद्धिद,a,ap----a--a,,,,/sə.kə.lə.ˈsid̪.d̪ʰi.d̪ə/,स-कल-सिद्धि-द,0
346280,,सकलत्र,a,ap----a--a,,,,/sə.kə.ˈlət̪.ɹə/,स-कलत्र,0
346281,8671,सकलवर्ण,a,ap----a--a,,,,/sə.kə.lə.ˈʋəɹ.ɳə/,स-क-ल-वर्ण,0
