03,शारिकानाथ,n,n-----m--a,,,,/ɕɑː.ɹi.kɑː.nɑː.t̪ʰə/,शारिका-नाथ,0
429681,219662,ऋज्वञ्च्,a,ap----a--c,,,,/ɹ̩d͡ʑʋəɲt͡ɕ/,ऋज्व्-अ॔ञ्च्,0
429682,,ऋज्वागत,a,ap----a--a,,,,/ɹ̩d͡ʑʋɑː.gə.t̪ə/,ऋज्व्-आगत,0
429683,38916,ऋज्वाह्व,n,n-----m--a,,,,/ɹ̩d͡ʑʋɑːɦ.ʋə/,ऋज्व्-आह्व,0
429684,38915,ऋज्वालिखित,a,ap----a--a,,,,/ɹ̩d͡ʑʋɑː.li.kʰi.t̪ə/,ऋज्व्-आलिखित॔,0
429685,,ऋज्वायत,a,ap----a--a,,,,/ɹ̩d͡ʑʋɑː.jə.t̪ə/,ऋज्व्-आयत,0
429686,38886,ऋज्वी,n,n-----f--ī,,,,/ɹ̩d͡ʑʋiː/,ऋज्वी,0
429687,38876,ऋजीक,a,ap----a--a,,,,/ɹ̩.d͡ʑiː.kə/,ऋजीक,0
429689,38878,ऋजीक,n,n-----n--a,,,,/ɹ̩.d͡ʑiː.kə/,ऋजीक,0
429690,38877,ऋजीक,n,n-----m--a,,,,/ɹ̩.d͡ʑiː.kə/,ऋजीक,0
429691,38874,ऋजीपिन्,a,ap----a--n,,,,/ɹ̩.d͡ʑiː.pin/,ऋजीपि॔न्,0
429692,38879,ऋजीति,a,ap----a--i,,,,/ɹ̩.d͡ʑiː.t̪i/,ऋ॔जीति,0
429693,38881,ऋजीष,n,n-----n--a,,,,/ɹ̩.d͡ʑiː.ʂə/,ऋजीष,0
429694,38880,ऋजीष,n,n-----m--a,,,,/ɹ̩.d͡ʑiː.ʂə/,ऋजीष॔,0
429695,38883,ऋजीषिन्,a,ap----a--n,,,,/ɹ̩.d͡ʑiː.ʂin/,ऋजीषि॔न्,0
429696,38882,ऋजीषित,a,ap----a--a,,,,/ɹ̩.d͡ʑiː.ʂi.t̪ə/,ऋजीषित,0
429697,38917,ऋजूक,n,n-----m--a,,,,/ɹ̩.d͡ʑuː.kə/,ऋजूक,0
429698,38912,ऋजूकरण,n,n-----n--a,,,,/ɹ̩.d͡ʑuː.kə.ɹə.ɳə/,ऋजू-करण,0
429699,,ऋजूकृ,v,v----a--8-,,,,/ɹ̩.d͡ʑuː.kɹ̩/,ऋजू-कृ,0
429700,38913,ऋजूकृत,a,ap----a--a,,,,/ɹ̩.d͡ʑuː.kɹ̩.t̪ə/,ऋजू-कृत,0
429701,38914,ऋजूनस्,n,n-----m-sa,,,,/ɹ̩.d͡ʑuː.nəs/,ऋजू-नस्,0
429703,38919,ऋजूयु,a,ap----a--u,,,,/ɹ̩.d͡ʑuː.ju/,ऋजूयु॔,0
429704,38918,ऋजूया,r,rp--------,,,,/ɹ̩.d͡ʑuː.jɑː/,ऋजूया॔,0
429705,38828,ऋक्छस्,r,rp--------,,,,/ɹ̩kt͡ɕʰəs/,ऋक्-छस्,0
429706,,ऋक्पद,n,n-----n--a,,,,/ɹ̩kpə.d̪ə/,ऋक्-पद,0
429707,38835,ऋक्संहिता,n,n-----f--ā,,,,/əɹ̩ksə̃.ɦi.t̪ɑː/,ऋक्-संहिता,0
429708,38834,ऋक्संशित,a,ap----a--a,,,,/ɹ̩ksə.̃ɕi.t̪ə/,ऋक्-संशित,0
429709,,ऋक्स्था,a,ap----a--ā,,,,/ɹ̩kst̪ʰɑː/,ऋक्-स्था,0
429710,,ऋक्साम,n,n-----n--a,,,,/ɹ̩ksɑː.mə/,ऋक्-साम॔,0
429711,38837,ऋक्सामन्,n,n-----n--n,,,,/ɹ̩ksɑː.mən/,ऋक्-सामन्,0
429712,,ऋक्सामशृङ्ग,n,n-----m--a,,,,/ɹ̩ksɑː.mə.ɕɹ̩ŋ.gə/,ऋक्-साम॔-शृङ्ग,0
429713,38830,ऋक्तन्त्र,n,n-----n--a,,,,/ɹ̩kt̪ən.t̪ɹə/,ऋक्-तन्त्र,0
429714,,ऋक्तन्त्रव्याकरण,n,n-----n--a,,,,/ɹ̩kt̪ən.ˈt̪ɹəʋ.jɑː.kə.ɹə.ɳə/,ऋक्-तन्त्र-व्याकरण,0
429715,38831,ऋक्तस्,r,rp--------,,,,/ɹ̩kt̪əs/,ऋक्-त॔स्,0
429716,,ऋक्थ,a,ap----a--a,,,,/ɹ̩kt̪ʰə/,ऋक्थ,0
429717,38789,ऋक्थभागिन्,a,ap----a--n,,,,/ɹ̩kt̪ʰə.bʱɑː.gin/,ऋक्थ-भागिन्,0
429718,38790,ऋक्थभाज्,a,ap----a--c,,,,/ɹ̩kt̪ʰə.bʱɑːd͡ʑ/,ऋक्थ-भाज्,0
429719,38786,ऋक्थग्रहण,n,n-----n--a,,,,/ɹ̩kt̪ʰəg.ɹə.ɦə.ɳə/,ऋक्थ-ग्रहण,0
429720,38787,ऋक्थग्राह,a,ap----a--a,,,,/ɹ̩kt̪ʰəg.ɹɑː.ɦə/,ऋक्थ-ग्राह,0
429721,38788,ऋक्थग्राह,n,n-----m--a,,,,/ɹ̩kt̪ʰəg.ɹɑː.ɦə/,ऋक्थ-ग्राह,0
429722,38791,ऋक्थहर,a,ap----a--a,,,,/ɹ̩kt̪ʰə.ɦə.ɹə/,ऋक्थ-हर,0
429723,38793,ऋक्थिन्,a,ap----a--n,,,,/ɹ̩kt̪ʰin/,ऋक्थिन्,0
429724,,ऋक्था,a,ap----a--ā,,,,/ɹ̩kt̪ʰɑː/,ऋक्-था,0
429725,38792,ऋक्थाद,n,n-----m--a,,,,/ɹ̩kt̪ʰɑː.d̪ə/,ऋक्थाद,0
429726,38838,ऋक्व,a,ap----a--a,,,,/ɹ̩kʋə/,ऋक्व॔,0
429727,218858,ऋक्वन्,a,ap----a--n,,,,/ɹ̩kʋən/,ऋ॔क्वन्,0
429728,38839,ऋक्वत्,a,ap----a--c,,,,/ɹ̩kʋət̪/,ऋक्-व॔त्,0
429729,38662,ऋकार,n,n-----m--a,,,,/ɹ̩.kɑː.ɹə/,ऋ-कार,0
429730,38829,ऋक्शस्,r,rp--------,,,,/ɹ̩.kɕəs/,ऋक्-शस्,0
429731,,ऋक्ण,a,ap----a--a,,,,/ɹ̩kɳə/,ऋक्ण,0
429732,38784,ऋक्णवह,a,ap----a--a,,ap----f--ī=>ी,,/ɹ̩kɳə.ʋə.ɦə/,ऋक्ण-वह,0
429735,38820,ऋक्ष,a,ap----a--a,,,,/ɹ̩kʂə/,ऋ॔क्ष,0
429737,38796,ऋक्ष,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=ऋक्ष",/ɹ̩kʂə/,ऋ॔क्ष,0
429740,38800,ऋक्ष,n,n-----n--a,,,,/ɹ̩kʂə/,ऋ॔क्ष,0
429742,38820,ऋक्ष,a,ap----a--a,,,,/ɹ̩kʂə/,ऋक्ष॔,0
429745,38820,ऋक्ष,a,ap----a--a,,,,/ɹ̩kʂə/,ऋक्ष,0
429746,,ऋक्षबिल,n,n-----n--a,,,,/ɹ̩kʂə.bi.lə/,ऋक्ष-बिल,0
429747,38802,ऋक्षगन्धिका,n,n-----f--ā,,,,/ɹ̩kʂə.gən.d̪ʰi.kɑː/,ऋ॔क्ष-गन्धिका,0
429748,38801,ऋक्षगन्धा,n,n-----f--ā,,,,/ɹ̩kʂə.gən.d̪ʰɑː/,ऋ॔क्ष-गन्धा,0
429749,38803,ऋक्षगिरि,n,n-----m--i,,,,/ɹ̩kʂə.gi.ɹi/,ऋ॔क्ष-गिरि,0
429750,38804,ऋक्षग्रीव,n,n-----m--a,,,,/əɹ̩kʂəg.ɹiː.ʋə/,ऋ॔क्ष-ग्रीव,0
429751,38815,ऋक्षहरीश्वर,n,n-----m--a,,,,/ɹ̩kʂəɦəɹiːɕʋəɹə/,ऋ॔क्ष-हरीश्वर,0
429752,38805,ऋक्षजिह्व,n,n-----n--a,,,,/ɹ̩kʂə.ˈd͡ʑiɦ.ʋə/,ऋ॔क्ष-जिह्व,0
429753,,ऋक्षकर्णी,n,n-----f--ī,,,,/ɹ̩kʂə.ˈkəɹ.ɳiː/,ऋक्ष-कर्णी,0
429754,38823,ऋक्षला,n,n-----f--ā,,,,/ɹ̩kʂə.lɑː/,ऋक्ष॔ला,0
429756,38808,ऋक्षमन्त्र,n,n-----m--a,,,,/ɹ̩kʂə.mən.t̪ɹə/,ऋ॔क्ष-मन्त्र,0
429757,38806,ऋक्षनाथ,n,n-----m--a,,,,/ɹ̩kʂə.nɑː.t̪ʰə/,ऋ॔क्ष-नाथ,0
429758,38807,ऋक्षपति,n,n-----m--i,,,,/ɹ̩kʂə.pə.t̪i/,ऋ॔क्ष-पति,0
429759,38822,ऋक्षर,n,n-----n--a,,,,/ɹ̩kʂə.ɹə/,ऋक्षर,0
429760,38821,ऋक्षर,n,n-----m--a,,,,/ɹ̩kʂə.ɹə/,ऋक्षर,0
429761,38809,ऋक्षराज्,n,n-----m--c,,,,/ɹ̩kʂə.ɹɑːd͡ʑ/,ऋ॔क्ष-राज्,0
429762,38810,ऋक्षराज,n,n-----m--a,,,,/ɹ̩kʂə.ɹɑː.d͡ʑə/,ऋ॔क्ष-राज,0
429763,38812,ऋक्षवन्त,n,n-----n--a,,,,/ɹ̩kʂə.ʋən.t̪ə/,ऋ॔क्ष-वन्त,0
429764,,ऋक्षवर्ण,a,ap----a--a,,,,/ɹ̩kʂə.ˈʋəɹ.ɳə/,ऋक्ष-वर्ण,0
429765,,ऋक्षवत्,n,n-----m--c,,,,/ɹ̩kʂə.ʋət̪/,ऋ॔क्ष-वत्,0
429766,,ऋक्षविभावन,n,n-----n--a,,,,/ɹ̩kʂə.ʋi.bʱɑː.ʋə.nə/,ऋ॔क्ष-विभावन,0
429767,38813,ऋक्षविडम्बिन्,n,n-----m--n,,,,/ɹ̩kʂə.ʋi.ɖəm.bin/,ऋ॔क्ष-विडम्बिन्,0
429768,38816,ऋक्षेश,n,n-----m--a,,,,/ɹ̩kʂeː.ɕə/,ऋक्षेश,0
429769,,ऋक्षेष्टि,n,n-----f--i,,,,/ɹ̩kʂeːʂ.ʈi/,ऋक्षेष्टि,0
429770,38818,ऋक्षोद,n,n-----m--a,,,,/ɹ̩kʂoː.d̪ə/,ऋक्षोद,0
429771,38797,ऋक्षा,n,n-----f--ā,,,,/ɹ̩kʂɑː/,ऋ॔क्षा,0
429773,38798,ऋक्षी,n,n-----f--ī,,,,/ɹ̩kʂiː/,ऋ॔क्षी,0
429774,38819,ऋक्षीका,n,n-----f--ā,,,,/ɹ̩kʂiː.kɑː/,ऋक्षी॔का,0
429775,,ऋम्फ्,v,v----a--6-,,,,/̩mpʰ/,ऋम्फ्,0
429776,,ऋफ्,v,v----a--6-,,,,/̩pʰ/,ऋफ्,0
429777,,ऋत्,v,v----d----,,,,/̩t̪/,ऋत्,0
429782,175580,ऋत,n,n-----m--a,,,,/ɹ̩.t̪ə/,ऋत॔,0
429786,38665,ऋत,n,n-----n--a,,,,/ɹ̩.t̪ə/,ऋत॔,0
429790,38664,ऋत,a,ap----a--a,,ap----f--ā=>ा,,/ɹ̩.t̪ə/,ऋत॔,0
429793,,ऋतभुज्,a,ap----a--c,,,,/ɹ̩.t̪ə.bʱud͡ʑ/,ऋत॔-भुज्,0
429794,38686,ऋतभाग,n,n-----m--a,,,,/ɹ̩.t̪ə.bʱɑː.gə/,ऋत॔-भाग,0
429795,38666,ऋतचित्,a,ap----a--c,,,,/ɹ̩.t̪ə.t͡ɕit̪/,ऋत॔-चि॔त्,0
429796,38677,ऋतध्वज,n,n-----m--a,,,,/ɹ̩.ˈt̪əd̪ʰ.ʋə.d͡ʑə/,ऋत॔-ध्वज,0
429797,38675,ऋतधामन्,n,n-----m--n,,,,/ɹ̩.t̪ə.d̪ʰɑː.mən/,ऋत॔-धामन्,0
429800,38674,ऋतधामन्,a,ap----a--n,,,,/ɹ̩.t̪ə.d̪ʰɑː.mən/,ऋत॔-धामन्,0
429801,,ऋतधी,a,ap----a--ī,,,,/ɹ̩.t̪ə.d̪ʰiː/,ऋत॔-धी,0
429802,38676,ऋतधीति,a,ap----a--i,,,,/ɹ̩.t̪ə.d̪ʰiː.t̪i/,ऋत॔-धीति,0
429803,38673,ऋतद्युम्न,a,ap----a--a,,,,/ɹ̩.ˈt̪əd̪.jum.nə/,ऋत॔-द्युम्न,0
429804,38669,ऋतजित्,n,n-----m--c,,,,/ɹ̩.t̪ə.d͡ʑit̪/,ऋत॔-जि॔त्,0
429805,38668,ऋतजित्,a,ap----a--c,,,,/ɹ̩.t̪ə.d͡ʑit̪/,ऋत॔-जि॔त्,0
429806,38670,ऋतजुर्,a,ap----a--c,,,,/ɹ̩.t̪ə.d͡ʑuɹ/,ऋत॔-जु॔र्,0
429807,38671,ऋतज्य,a,ap----a--a,,,,/ɹ̩.ˈt̪əd͡ʑ.jə/,ऋत॔-ज्य,0
429808,,ऋतज्ञा,a,ap----a--ā,,,,/ɹ̩.ˈt̪əd͡ʑ.ɲɑː/,ऋत॔-ज्ञा,0
429809,,ऋतजा,a,ap----a--ā,,,,/ɹ̩.t̪ə.d͡ʑɑː/,ऋत॔-जा॔,0
429810,38667,ऋतजात,a,ap----a--a,,,,/ɹ̩.t̪ə.d͡ʑɑː.t̪ə/,ऋत॔-जा॔त,0
429811,,ऋतजातसत्य,a,ap----a--a,,,,/ɹ̩.t̪ə.d͡ʑɑː.t̪ə.ˈsət̪.jə/,ऋत॔-जा॔त-सत्य,0
429812,,ऋतम्,r,rp--------,,,,/ɹ̩.t̪əm/,ऋत॔म्,0
429814,,ऋतनि,a,ap----a--i,,,,/ɹ̩.t̪ə.ni/,ऋत॔-नि॔,0
429815,38678,ऋतनिधन,n,n-----n--a,,,,/ɹ̩.t̪ə.ni.d̪ʰə.nə/,ऋत॔-निधन,0
429816,,ऋतपर्ण,n,n-----m--a,,,,/ɹ̩.t̪ə.ˈpəɹ.ɳə/,ऋत॔-पर्ण,0
429817,38680,ऋतपेय,n,n-----m--a,,,,/ɹ̩.t̪ə.peː.jə/,ऋत॔-पेय,0
429818,38681,ऋतपेशस्,a,ap----a-sa,,,,/ɹ̩.t̪ə.peː.ɕəs/,ऋत॔-पेशस्,0
429819,38682,ऋतप्रजात,a,ap----a--a,,,,/ɹ̩.ˈt̪əp.ɹə.d͡ʑɑː.t̪ə/,ऋत॔-प्रजात,0
429820,38683,ऋतप्रजाता,n,n-----f--ā,,,,/ɹ̩.ˈt̪əp.ɹə.d͡ʑɑː.t̪ɑː/,ऋत॔-प्रजाता,0
429821,38684,ऋतप्रवीत,a,ap----a--a,,,,/ɹ̩.ˈt̪əp.ɹə.ʋiː.t̪ə/,ऋत॔-प्रवीत,0
429822,38685,ऋतप्सु,a,ap----a--u,,,,/ɹ̩.ˈt̪əp.su/,ऋत॔-प्सु,0
429823,,ऋतपा,a,ap----a--ā,,,,/ɹ̩.t̪ə.pɑː/,ऋत॔-पा॔,0
429824,38679,ऋतपात्र,n,n-----n--a,,,,/ɹ̩.t̪ə.pɑːt̪.ɹə/,ऋत॔-पात्र,0
429825,38699,ऋतसद्,a,ap----a--c,,,,/ɹ̩.t̪ə.səd̪/,ऋत॔-स॔द्,0
429826,38700,ऋतसदन,n,n-----n--a,,,,/ɹ̩.t̪ə.sə.d̪ə.nə/,ऋत॔-स॔दन,0
429827,38701,ऋतसदनी,n,n-----f--ī,,,,/ɹ̩.t̪ə.sə.d̪ə.niː/,ऋत॔-स॔दनी,0
429828,,ऋतसधस्थ,a,ap----a--a,,,,/ɹ̩.t̪ə.sə.ˈd̪ʰəs.t̪ʰə/,ऋत-सधस्थ,0
429829,,ऋतसप्,a,ap----a--c,,,,/ɹ̩.t̪ə.səp/,ऋत॔-स॔प्,0
429830,38698,ऋतसत्य,n,n-----n--a,,,,/ɹ̩.t̪ə.ˈsət̪.jə/,ऋत॔-सत्य॔,0
429831,38704,ऋतसेन,n,n-----m--a,,,,/ɹ̩.t̪ə.seː.nə/,ऋत॔-सेन,0
429832,38706,ऋतस्पति,n,n-----m--i,,,,/ɹ̩.ˈt̪əs.pə.t̪i/,ऋत॔-स्-पति,0
429833,38707,ऋतस्पृश्,a,ap----a--c,,,,/ɹ̩.ˈt̪əs.pɹ̩ɕ/,ऋत॔-स्पृ॔श्,0
429834,,ऋतस्था,a,ap----a--ā,,,,/ɹ̩.ˈt̪əs.t̪ʰɑː/,ऋत॔-स्था॔,0
429835,38705,ऋतस्तुभ्,n,n-----m--c,,,,/ɹ̩.ˈt̪əs.t̪ubʱ/,ऋत॔-स्तु॔भ्,0
429836,38703,ऋतसामन्,n,n-----n--n,,,,/ɹ̩.t̪ə.sɑː.mən/,ऋत॔-सामन्,0
429837,38702,ऋतसात,a,ap----a--a,,,,/ɹ̩.t̪ə.sɑː.t̪ə/,ऋत॔-सात,0
429838,38693,ऋतवत्,a,ap----a--c,,,,/ɹ̩.t̪ə.ʋət̪/,ऋत॔-वत्,0
429839,38697,ऋतव्रत,a,ap----a--a,,,,/ɹ̩.ˈt̪əʋ.ɹə.t̪ə/,ऋत॔-व्रत,0
429840,38717,ऋतव्य,a,ap----a--a,,,,/ɹ̩.ˈt̪əʋ.jə/,ऋतव्य^,0
429841,38719,ऋतव्यवत्,a,ap----a--c,,,,/ɹ̩.ˈt̪əʋ.jə.ʋət̪/,ऋतव्य^-वत्,0
429842,38718,ऋतव्या,n,n-----f--ā,,,,/ɹ̩.ˈt̪əʋ.jɑː/,ऋतव्या॔,0
429843,38720,ऋतव्यात्व,n,n-----n--a,,,,/ɹ̩.ˈt̪əʋ.jɑːt̪.ʋə/,ऋतव्या-त्व,0
429844,,ऋतवादिन्,a,ap----a--n,,,,/ɹ̩.t̪ə.ʋɑː.d̪in/,ऋत॔-वादि॔न्,0
429845,,ऋतवाक,n,n-----m--a,,,,/ɹ̩.t̪ə.ʋɑː.kə/,ऋत॔-वाक॔,0
429846,38696,ऋतवीर्य,n,n-----m--a,,,,/ɹ̩.t̪ə.ʋiːɹ.jə/,ऋत॔-वीर्य,0
429848,38716,ऋतयु,a,ap----a--u,,,,/ɹ̩.t̪ə.ju/,ऋतयु॔,0
429849,,ऋतयुज्,a,ap----a--c,,,,/ɹ̩.t̪ə.jud͡ʑ/,ऋत॔-युज्,0
429850,38691,ऋतयुक्ति,a,ap----a--i,,,,/ɹ̩.t̪ə.ˈjuk.t̪i/,ऋत॔-युक्ति,0
429851,38715,ऋतया,r,rp--------,,,,/ɹ̩.t̪ə.jɑː/,ऋतया॔,0
429852,,ऋतश्री,n,n-----f--ī,,,,/ɹ̩t̪əɕɹiː/,ऋत-श्री,0
429853,38688,ऋतंभर,a,ap----a--a,,,,/ɹ̩.t̪əm.bʱə.ɹə/,ऋत॔-ं-भर,0
429854,38689,ऋतंभर,n,n-----m--a,,,,/ɹ̩.t̪əm.bʱə.ɹə/,ऋत॔-ं-भर,0
429855,,ऋतंभरप्रज्ञ,a,ap----a--a,,,,/ɹ̩.t̪əm.bʱə.ˈɹəp.ˈɹəd͡ʑ.ɲə/,ऋत॔-ं-भर-प्रज्ञ,0
429857,38690,ऋतंभरा,n,n-----f--ā,,,,/ɹ̩.t̪əm.bʱə.ɹɑː/,ऋत॔-ं-भरा,0
429858,38672,ऋतंजय,n,n-----m--a,,,,/ɹ̩.t̪əɲ.d͡ʑə.jə/,ऋत॔-ं-जय,0
429859,38969,ऋते,r,rp--------,,,,/ɹ̩.t̪eː/,ऋते॔,0
429861,38971,ऋतेबर्हिष्क,a,ap----a--a,,,,/ɹ̩.t̪eː.ˈbəɹ.ˈɦiʂ.kə/,ऋते॔-बर्हिष्क,0
429862,,ऋतेभङ्ग,a,ap----a--a,,ap----f--ā=>ा,,/ɹ̩.t̪eː.bʱəŋ.gə/,ऋते-भङ्ग,0
429863,219670,ऋतेजा,a,ap----a--ā,,,,/ɹ̩.t̪eː.d͡ʑɑː/,ऋते-जा॔,0
429864,38970,ऋतेकर्मम्,r,rp--------,,,,/ɹ̩.t̪eː.ˈkəɹ.məm/,ऋते॔-कर्म॔म्,0
429865,38970,ऋतेकर्मम्,r,rp--------,,,,/ɹ̩.t̪eː.ˈkəɹ.məm/,ऋते-कर्म॔म्,0
429866,38972,ऋतेमूल,a,ap----a--a,,,,/ɹ̩.t̪eː.muː.lə/,ऋते॔-मूल,0
429868,,ऋतेन,r,rp--------,,,,/ɹ̩.t̪eː.nə/,ऋते॔न,0
429869,38974,ऋतेरक्षस्,a,ap----a-sa,,,,/ɹ̩.t̪eː.ˈɹək.ʂəs/,ऋते॔-रक्षस्,0
429870,,ऋतेस्फ्य,a,ap----a--a,,,,/ɹ̩.t̪eːs.pʰjə/,ऋते-स्फ्य,0
429871,38973,ऋतेयज्ञम्,r,rp--------,,,,/ɹ̩.t̪eː.ˈjəd͡ʑ.ɲəm/,ऋते॔-यज्ञ॔म्,0
429872,38976,ऋतेयु,n,n-----m--u,,,,/ɹ̩.t̪eː.ju/,ऋतेयु,0
429873,38722,ऋति,n,n-----f--i,,,,/ɹ̩.t̪i/,ऋति,0
429875,38723,ऋति,n,n-----m--i,,,,/ɹ̩.t̪i/,ऋति,0
429876,38724,ऋतिंकर,a,ap----a--a,,,,/ɹ̩.t̪iŋ.kə.ɹə/,ऋति-ं-कर,0
429877,38714,ऋतोद्य,n,n-----n--a,,,,/ɹ̩.t̪oːd̪.jə/,ऋतो॔द्य,0
429878,,ऋतोक्ति,n,n-----f--i,,,,/ɹ̩.t̪oːk.t̪i/,ऋ-तोक्ति,0
429879,38726,ऋतु,n,n-----m--u,,,,/ɹ̩.t̪u/,ऋतु॔,0
429880,38743,ऋतुभाग,n,n-----m--a,,,,/ɹ̩.t̪u.bʱɑː.gə/,ऋतु॔-भाग,0
429881,38744,ऋतुभाज्,a,ap----a--c,,,,/ɹ̩.t̪u.bʱɑːd͡ʑ/,ऋतु॔-भा॔ज्,0
429882,38731,ऋतुचर्या,n,n-----f--ā,,,,/ɹ̩.t̪u.ˈt͡ɕəɹ.jɑː/,ऋतु॔-चर्या,0
429883,,ऋतुदेवत,a,ap----a--a,,,,/ɹ̩.t̪u.d̪eː.ʋə.t̪ə/,ऋतु-देवत,0
429884,38734,ऋतुधामन्,n,n-----m--n,,,,/ɹ̩.t̪u.d̪ʰɑː.mən/,ऋतु॔-धामन्,0
429885,,ऋतुगमन,n,n-----n--a,,,,/ɹ̩.t̪u.gə.mə.nə/,ऋतु-गमन,0
429886,,ऋतुगण,n,n-----m--a,,,,/ɹ̩.t̪u.gə.ɳə/,ऋतु॔-गण,0
429887,38730,ऋतुग्रह,n,n-----m--a,,,,/ɹ̩.ˈt̪ug.ɹə.ɦə/,ऋतु॔-ग्रह॔,0
429888,38729,ऋतुगामिन्,a,ap----a--n,,,,/ɹ̩.t̪u.gɑː.min/,ऋतु॔-गामिन्,0
429889,38771,ऋतुहोम,n,n-----m--a,,,,/ɹ̩.t̪u.ɦoːmə/,ऋतु॔-होम,0
429890,38770,ऋतुहारिका,n,n-----f--ā,,,,/ɹ̩.t̪u.ɦɑː.ɹi.kɑː/,ऋतु॔-हारिका,0
429891,38732,ऋतुजित्,n,n-----m--c,,,,/ɹ̩.t̪u.d͡ʑit̪/,ऋतु॔-जित्,0
429892,38733,ऋतुजुष्,n,n-----f--c,,,,/ɹ̩.t̪u.d͡ʑuʂ/,ऋतु॔-जुष्,0
429893,,ऋतुकर्मन्,n,n-----n--n,,,,/ɹ̩.t̪u.ˈkəɹ.mən/,ऋतु-कर्म॔न्,0
429894,,ऋतुकेतुलक्षण,n,n-----n--a,,,,/ɹ̩.t̪u.keː.t̪u.ˈlək.ʂə.ɳə/,ऋतु-केतु-लक्षण,0
429895,38727,ऋतुकाल,n,n-----m--a,,,,/ɹ̩.t̪u.kɑː.lə/,ऋतु॔-काल,0
429896,,ऋतुलिङ्ग,n,n-----n--a,,,,/ɹ̩.t̪u.liŋ.gə/,ऋतु॔-लिङ्ग,0
429897,38755,ऋतुलोका,n,n-----f--ā,,,,/ɹ̩.t̪u.loː.kɑː/,ऋतु॔-लोका,0
429898,,ऋतुमत्,n,n-----n--c,,,,/ɹ̩.t̪u.mət̪/,ऋतु॔-म॔त्,0
429899,38745,ऋतुमत्,a,ap----a--c,,,,/ɹ̩.t̪u.mət̪/,ऋतु॔-म॔त्,0
429900,38746,ऋतुमती,n,n-----f--ī,,,,/ɹ̩.t̪u.mə.t̪iː/,ऋतु॔-म॔ती,0
429902,,ऋतुमय,a,ap----a--a,,,,/ɹ̩.t̪u.mə.jə/,ऋतु॔-म॔य,0
429903,,ऋतुमङ्गल,n,n-----n--a,,,,/ɹ̩.t̪u.məŋ.gə.lə/,ऋतु-मङ्गल,0
429904,,ऋतुमुख,n,n-----n--a,,,,/ɹ̩.t̪u.mu.kʰə/,ऋतु॔-मु॔ख,0
429905,38750,ऋतुमुखिन्,a,ap----a--n,,,,/ɹ̩.t̪u.mu.kʰin/,ऋतु॔-मुखिन्,0
429906,38735,ऋतुनाथ,n,n-----m--a,,,,/ɹ̩.t̪u.nɑː.t̪ʰə/,ऋतु॔-नाथ,0
429907,,ऋतुपर्यय,n,n-----m--a,,,,/ɹ̩.t̪u.ˈpəɹ.jə.jə/,ऋतु-पर्यय,0
429908,38738,ऋतुपर्याय,n,n-----m--a,,,,/ɹ̩.t̪u.ˈpəɹ.jɑː.jə/,ऋतु॔-पर्याय,0
429909,38737,ऋतुपर्ण,n,n-----m--a,,,,/ɹ̩.t̪u.ˈpəɹ.ɳə/,ऋतु॔-पर्ण,0
429910,38736,ऋतुपति,n,n-----m--i,,,,/ɹ̩.t̪u.pə.t̪i/,ऋतु॔-प॔ति,0
429911,38739,ऋतुपशु,n,n-----m--u,,,,/ɹ̩.t̪u.pə.ɕu/,ऋतु॔-पशु॔,0
429912,38742,ऋतुप्रैष,n,n-----m--a,,,,/ɹ̩.ˈt̪up.ɹɑːi.ʂə/,ऋतु॔-प्रैष,0
429913,38741,ऋतुप्राप्त,a,ap----a--a,,,,/ɹ̩.ˈt̪up.ɹɑːp.t̪ə/,ऋतु॔-प्राप्त,0
429914,,ऋतुपा,a,ap----a--ā,,,,/ɹ̩.t̪u.pɑː/,ऋतु॔-पा॔,0
429915,38740,ऋतुपात्र,n,n-----n--a,,,,/ɹ̩.t̪u.pɑːt̪.ɹə/,ऋतु॔-पात्र॔,0
429916,38753,ऋतुराज,n,n-----m--a,,,,/ɹ̩.t̪u.ɹɑː.d͡ʑə/,ऋतु॔-राज,0
429917,38764,ऋतुसहस्र,n,n-----n--a,,,,/ɹ̩.t̪u.sə.ˈɦəs.ɹə/,ऋतु॔-सहस्र॔,0
429918,,ऋतुसमय,n,n-----m--a,,,,/ɹ̩.t̪u.sə.mə.jə/,ऋतु॔-समय,0
429919,,ऋतुसमावेशन,n,n-----n--a,,,,/ɹ̩.t̪u.sə.mɑː.ʋeː.ɕə.nə/,ऋतु-समा-वेशन,0
429920,38762,ऋतुसंधि,n,n-----m--i,,,,/ɹ̩.t̪u.sən.d̪ʰi/,ऋतु॔-संधि,0
429921,38761,ऋतुसंहार,n,n-----m--a,,,,/ɹ̩.t̪u.ˈsə̃.ɦɑː.ɹə/,ऋतु॔-संहार,0
429922,38766,ऋतुसेव्य,a,ap----a--a,,,,/ɹ̩.t̪u.seːʋ.jə/,ऋतु॔-सेव्य,0
429923,,ऋतुस्नान,n,n-----n--a,,,,/ɹ̩.ˈt̪us.nɑː.nə/,ऋतु॔-स्नान,0
429924,38768,ऋतुस्नाता,n,n-----f--ā,,,,/ɹ̩.ˈt̪us.nɑː.t̪ɑː/,ऋतु॔-स्नाता,0
