,भूमिपतित्व,n,n-----n--a,,,,/bʱuː.mi.pə.ˈt̪it̪.ʋə/,भूमि-पति-त्व,0
234547,,ब्राह्मणकृतेय,n,n-----m--a,,,n-----f--ī=ब्राह्मणकृतेयई,/b.ɹɑːɦ.mə.ɳə.kɹ̩.t̪eː.jə/,ब्रा॔ह्मण-कृतेय,0
234548,149543,ब्राह्मणलक्षण,n,n-----n--a,,,,/b.ɹɑːɦ.mə.ɳə.ˈlək.ʂə.ɳə/,ब्रा॔ह्मण-लक्षण,0
234549,149544,ब्राह्मणलिङ्ग,a,ap----a--a,,,,/b.ɹɑːɦ.mə.ɳə.liŋ.gə/,ब्रा॔ह्मण-लिङ्ग,0
234550,149537,ब्राह्मणमहिमादर्श,n,n-----m--a,,,,/b.ɹɑːɦ.mə.ɳə.mə.ɦi.mɑː.d̪ə.ɹɕə/,ब्रा॔ह्मण-महिमादर्श,0
234551,149538,ब्राह्मणमुखीन,n,n-----m--a,,,,/b.ɹɑːɦ.mə.ɳə.mu.kʰiː.nə/,ब्रा॔ह्मण-मुखीन,0
234552,,ब्राह्मणनिन्दक,a,ap----a--a,,,,/b.ɹɑːɦ.mə.ɳə.nin.d̪ə.kə/,ब्रा॔ह्मण-निन्दक,0
234553,,ब्राह्मणपद्धति,n,n-----f--i,,,,/b.ɹɑːɦ.mə.ɳə.ˈpəd̪.d̪ʰə.t̪i/,ब्रा॔ह्मण-पद्धति,0
234554,149527,ब्राह्मणपथ,n,n-----m--a,,,,/b.ɹɑːɦ.mə.ɳə.pə.t̪ʰə/,ब्रा॔ह्मण-पथ,0
234555,149752,ब्राह्मणपञ्चिका,n,n-----f--ā,,,,/b.ɹɑːɦ.mə.ɳə.pəɲ.t͡ɕi.kɑː/,ब्रा॔ह्मण-पञ्चिका,0
234556,,ब्राह्मणप्रसङ्ग,n,n-----m--a,,,,/b.ɹɑːɦ.mə.ˈɳəp.ɹə.səŋ.gə/,ब्रा॔ह्मण-प्रसङ्ग,0
234557,149532,ब्राह्मणप्रिय,n,n-----m--a,,,,/b.ɹɑːɦ.mə.ˈɳəp.ɹi.jə/,ब्रा॔ह्मण-प्रिय,0
234558,,ब्राह्मणप्रातिवेश्य,n,n-----m--a,,,,/bɹɑːɦməɳəpɹɑːt̪iʋeːɕjə/,ब्रा॔ह्मण-प्रातिवेश्य,0
234559,,ब्राह्मणपुत्रक,n,n-----m--a,,,,/b.ɹɑːɦ.mə.ɳə.ˈput̪.ɹə.kə/,ब्रा॔ह्मण-पुत्रक,0
234560,149528,ब्राह्मणपाल,n,n-----m--a,,,,/b.ɹɑːɦ.mə.ɳə.pɑː.lə/,ब्रा॔ह्मण-पाल,0
234561,,ब्राह्मणरूपभृत्,a,ap----a--c,,,,/b.ɹɑːɦ.mə.ɳə.ɹuː.pə.bʱɹ̩t̪/,ब्रा॔ह्मण-रूप-भृत्,0
234562,,ब्राह्मणसम्भाष,a,ap----a--a,,,,/b.ɹɑːɦ.mə.ɳə.səm.bʱɑː.ʂə/,ब्राह्मण-सम्भाष,0
234563,149558,ब्राह्मणसर्वस्व,n,n-----n--a,,,,/b.ɹɑːɦ.mə.ɳə.ˈsəɹ.ˈʋəs.ʋə/,ब्रा॔ह्मण-सर्वस्व,0
234564,,ब्राह्मणसत्तम,n,n-----m--a,,,,/b.ɹɑːɦ.mə.ɳə.ˈsət̪.t̪ə.mə/,ब्रा॔ह्मण-सत्तम,0
234565,149559,ब्राह्मणसव,n,n-----m--a,,,,/b.ɹɑːɦ.mə.ɳə.sə.ʋə/,ब्रा॔ह्मण-सव,0
234566,,ब्राह्मणसंस्थ,a,ap----a--a,,,,/b.ɹɑːɦ.mə.ɳə.ˈsə̃s.t̪ʰə/,ब्रा॔ह्मण-संस्थ,0
234567,,ब्राह्मणसंतर्पण,n,n-----n--a,,,,/b.ɹɑːɦ.mə.ɳə.sən.ˈt̪əɹ.pə.ɳə/,ब्रा॔ह्मण-संतर्पण,0
234568,149561,ब्राह्मणस्तुति,n,n-----f--i,,,,/b.ɹɑːɦ.mə.ˈɳəs.t̪u.t̪i/,ब्रा॔ह्मण-स्तुति,0
234569,,ब्राह्मणस्व,n,n-----n--a,,,,/b.ɹɑːɦ.mə.ˈɳəs.ʋə/,ब्रा॔ह्मण-स्व,0
234570,149563,ब्राह्मणस्वर,n,n-----m--a,,,,/b.ɹɑːɦ.mə.ˈɳəs.ʋə.ɹə/,ब्रा॔ह्मण-स्वर,0
234571,149560,ब्राह्मणसात्,r,rp--------,,,,/b.ɹɑːɦ.mə.ɳə.sɑːt̪/,ब्रा॔ह्मण-सात्,0
234572,,ब्राह्मणतर्पण,n,n-----n--a,,,,/b.ɹɑːɦ.mə.ɳə.ˈt̪əɹ.pə.ɳə/,ब्रा॔ह्मण-तर्पण,0
234573,149521,ब्राह्मणत्रा,r,rp--------,,,,/b.ɹɑːɦ.mə.ˈɳət̪.ɹɑː/,ब्रा॔ह्मण-त्रा,0
234574,,ब्राह्मणत्व,n,n-----n--a,,,,/b.ɹɑːɦ.mə.ˈɳət̪.ʋə/,ब्रा॔ह्मण-त्व,0
234575,,ब्राह्मणत्वविचार,n,n-----m--a,,,,/b.ɹɑːɦ.mə.ˈɳət̪.ʋə.ʋi.t͡ɕɑː.ɹə/,ब्रा॔ह्मण-त्व-विचार,0
234576,,ब्राह्मणता,n,n-----f--ā,,,,/b.ɹɑːɦ.mə.ɳə.t̪ɑː/,ब्रा॔ह्मण-ता,0
234577,,ब्राह्मणवचन,n,n-----n--a,,,,/b.ɹɑːɦ.mə.ɳə.ʋə.t͡ɕə.nə/,ब्रा॔ह्मण-वचन,0
234578,,ब्राह्मणवध,n,n-----m--a,,,,/b.ɹɑːɦ.mə.ɳə.ʋə.d̪ʰə/,ब्रा॔ह्मण-वध,0
234579,149547,ब्राह्मणवर,n,n-----m--a,,,,/b.ɹɑːɦ.mə.ɳə.ʋə.ɹə/,ब्रा॔ह्मण-वर,0
234580,,ब्राह्मणवर्चस,n,n-----n--a,,,,/b.ɹɑːɦ.mə.ɳə.ˈʋəɹ.t͡ɕə.sə/,ब्रा॔ह्मण-वर्चस॔,0
234581,,ब्राह्मणवर्णिन्,a,ap----a--n,,,,/b.ɹɑːɦ.mə.ɳə.ˈʋəɹ.ɳin/,ब्राह्मण-वर्णिन्,0
234582,149754,ब्राह्मणवत्,a,ap----a--c,,,,/b.ɹɑːɦ.mə.ɳə.ʋət̪/,ब्रा॔ह्मण-व॔त्,0
234583,,ब्राह्मणवती,n,n-----f--ī,,,,/b.ɹɑːɦ.mə.ɳə.ʋə.t̪iː/,ब्रा॔ह्मण-व॔ती,0
234584,149554,ब्राह्मणवेदम्,r,rp--------,,,,/b.ɹɑːɦ.mə.ɳə.ʋeː.d̪əm/,ब्रा॔ह्मण-वेदम्,0
234585,,ब्राह्मणविधि,n,n-----m--i,,,,/b.ɹɑːɦ.mə.ɳə.ʋi.d̪ʰi/,ब्रा॔ह्मण-विधि,0
234586,,ब्राह्मणविहित,a,ap----a--a,,,,/b.ɹɑːɦ.mə.ɳə.ʋi.ɦi.t̪ə/,ब्रा॔ह्मण-विहित,0
234587,149552,ब्राह्मणविलाप,n,n-----m--a,,,,/b.ɹɑːɦ.mə.ɳə.ʋi.lɑː.pə/,ब्रा॔ह्मण-विलाप,0
234588,,ब्राह्मणवाचन,n,n-----n--a,,,,/b.ɹɑːɦ.mə.ɳə.ʋɑː.t͡ɕə.nə/,ब्रा॔ह्मण-वाचन,0
234589,,ब्राह्मणवाक्य,n,n-----n--a,,,,/b.ɹɑːɦ.mə.ɳə.ʋɑːk.jə/,ब्रा॔ह्मण-वाक्य,0
234590,,ब्राह्मणयज्ञ,n,n-----m--a,,,,/b.ɹɑːɦ.mə.ɳə.ˈjəd͡ʑ.ɲə/,ब्रा॔ह्मण-यज्ञ॔,0
234591,149540,ब्राह्मणयष्टिका,n,n-----f--ā,,,,/b.ɹɑːɦ.mə.ɳə.ˈjəʂ.ʈi.kɑː/,ब्रा॔ह्मण-यष्टिका,0
234592,149541,ब्राह्मणयष्टी,n,n-----f--ī,,,,/b.ɹɑːɦ.mə.ɳə.ˈjəʂ.ʈiː/,ब्रा॔ह्मण-यष्टी,0
234593,,ब्राह्मणयोनि,n,n-----f--i,,,,/b.ɹɑːɦ.mə.ɳə.joː.ni/,ब्राह्मण-योनि,0
234594,,ब्राह्मणश्रमणन्याय,n,n-----m--a,,,,/bɹɑːɦməɳəɕɹəməɳənjɑːjə/,ब्रा॔ह्मण-श्रमण-न्याय,0
234595,,ब्राह्मणश्रमणन्यायात्,r,rp--------,,,,/bɹɑːɦməɳəɕɹəməɳənjɑːjɑːt̪/,ब्रा॔ह्मण-श्रमण-न्यायात्,0
234596,,ब्राह्मणडिम्भ,n,n-----m--a,,,,/b.ɹɑːɦ.mə.ɳə.ɖim.bʱə/,ब्रा॔ह्मण-डिम्भ,0
234597,149573,ब्राह्मणेष्ट,n,n-----m--a,,,,/b.ɹɑːɦ.mə.ɳeːʂ.ʈə/,ब्राह्मणेष्ट,0
234598,,ब्राह्मणिब्रुवा,n,n-----f--ā,,,,/b.ɹɑːɦ.mə.ˈɳib.ɹu.ʋɑː/,ब्राह्मणि-ब्रुवा,0
234599,,ब्राह्मणिचेली,n,n-----f--ī,,,,/b.ɹɑːɦ.mə.ɳi.t͡ɕeː.liː/,ब्राह्मणि-चेली,0
234600,,ब्राह्मणिगोत्रा,n,n-----f--ā,,,,/b.ɹɑːɦ.mə.ɳi.goːt̪.ɹɑː/,ब्राह्मणि-गोत्रा,0
234601,,ब्राह्मणिहता,n,n-----f--ā,,,,/b.ɹɑːɦ.mə.ɳi.ɦə.t̪ɑː/,ब्राह्मणि-हता,0
234602,149577,ब्राह्मणिक,a,ap----a--a,,,,/b.ɹɑːɦ.mə.ɳi.kə/,ब्राह्मणिक,0
234603,,ब्राह्मणिकल्पा,n,n-----f--ā,,,,/b.ɹɑːɦ.mə.ɳi.ˈkəl.pɑː/,ब्राह्मणि-कल्पा,0
234605,149758,ब्राह्मणिका,n,n-----f--ā,,,,/b.ɹɑːɦ.mə.ɳi.kɑː/,ब्राह्मणिका,0
234606,,ब्राह्मणिमता,n,n-----f--ā,,,,/b.ɹɑːɦ.mə.ɳi.mə.t̪ɑː/,ब्राह्मणि-मता,0
234607,,ब्राह्मणिरूपा,n,n-----f--ā,,,,/b.ɹɑːɦ.mə.ɳi.ɹuː.pɑː/,ब्राह्मणि-रूपा,0
234608,,ब्राह्मणितमा,n,n-----f--ā,,,,/b.ɹɑːɦ.mə.ɳi.t̪ə.mɑː/,ब्राह्मणि-तमा,0
234609,,ब्राह्मणितरा,n,n-----f--ā,,,,/b.ɹɑːɦ.mə.ɳi.t̪ə.ɹɑː/,ब्राह्मणि-तरा,0
234610,,ब्राह्मणोक्त,a,ap----a--a,,,,/b.ɹɑːɦ.mə.ɳoːk.t̪ə/,ब्राह्मणोक्त,0
234611,149760,ब्राह्मण्य,n,n-----m--a,,,,/b.ɹɑːɦ.ˈməɳ.jə/,ब्रा॔ह्मण्य,0
234612,149761,ब्राह्मण्य,n,n-----n--a,,,,/b.ɹɑːɦ.ˈməɳ.jə/,ब्रा॔ह्मण्य,0
234614,149759,ब्राह्मण्य,a,ap----a--a,,,,/b.ɹɑːɦ.ˈməɳ.jə/,ब्रा॔ह्मण्य,0
234615,,ब्राह्मणाभ्युपपत्ति,n,n-----f--i,,,,/b.ɹɑːɦ.mə.ɳɑːbʱ.ju.pə.ˈpət̪.t̪i/,ब्राह्मणाभ्युपपत्ति,0
234616,149571,ब्राह्मणाभाषण,n,n-----n--a,,,,/b.ɹɑːɦ.mə.ɳɑː.bʱɑː.ʂə.ɳə/,ब्राह्मणाभाषण,0
234617,149756,ब्राह्मणाच्छंसिन्,n,n-----m--n,,,,/b.ɹɑːɦ.mə.ɳɑːt͡ɕ.ˈt͡ɕʰə̃.sin/,ब्राह्मणाच्-छंसि॔न्,0
234618,,ब्राह्मणाच्छंसिनउक्थ्य,n,n-----n--a,,,,/b.ɹɑːɦ.mə.ɳɑːt͡ɕ.ˈt͡ɕʰə̃.si.nəuk.t̪ʰjə/,ब्राह्मणाच्-छंसिन उक्थ्य,0
234619,,ब्राह्मणाच्छंसिप्रयोग,n,n-----m--a,,,,/b.ɹɑːɦ.mə.ɳɑːt͡ɕ.ˈt͡ɕʰə̃.ˈsip.ɹə.joː.gə/,ब्राह्मणाच्-छंसि-प्रयोग,0
234620,,ब्राह्मणाच्छंसिशस्त्र,n,n-----n--a,,,,/b.ɹɑːɦ.mə.ɳɑːt͡ɕ.ˈt͡ɕʰə̃.si.ˈɕəs.t̪ɹə/,ब्राह्मणाच्-छंसि-शस्त्र,0
234621,,ब्राह्मणाच्छंस्य,a,ap----a--a,,,,/b.ɹɑːɦ.mə.ɳɑːt͡ɕ.ˈt͡ɕʰə̃.sjə/,ब्राह्मणाच्-छंस्य॔,0
234622,,ब्राह्मणाच्छंस्य,n,n-----n--a,,,,/b.ɹɑːɦ.mə.ɳɑːt͡ɕ.ˈt͡ɕʰə̃.sjə/,ब्राह्मणाच्-छंस्य॔,0
234623,,ब्राह्मणाच्छंसीय,n,n-----n--a,,,,/b.ɹɑːɦ.mə.ɳɑːt͡ɕ.ˈt͡ɕʰə̃.siː.jə/,ब्राह्मणाच्-छंसीय,0
234624,,ब्राह्मणाच्छंसीया,n,n-----f--ā,,,,/b.ɹɑːɦ.mə.ɳɑːt͡ɕ.ˈt͡ɕʰə̃.siː.jɑː/,ब्राह्मणाच्-छंसीया,0
234625,,ब्राह्मणाद,a,ap----a--a,,,,/b.ɹɑːɦ.mə.ɳɑː.d̪ə/,ब्राह्मणाद,0
234626,149569,ब्राह्मणादर्शन,n,n-----n--a,,,,/b.ɹɑːɦ.mə.ɳɑː.d̪ə.ɹɕə.nə/,ब्राह्मणादर्शन,0
234627,149565,ब्राह्मणाक्रिय,n,n-----m--a,,,,/b.ɹɑːɦ.mə.ɳɑːk.ɹi.jə/,ब्राह्मणाक्रिय,0
234628,149570,ब्राह्मणापश्रय,a,ap----a--a,,,,/bɹɑːɦməɳɑːpəɕɹəjə/,ब्राह्मणापश्रय,0
234629,,ब्राह्मणातिक्रम,n,n-----m--a,,,,/b.ɹɑːɦ.mə.ɳɑː.ˈt̪ik.ɹə.mə/,ब्राह्मणातिक्रम,0
234630,149567,ब्राह्मणात्मक,a,ap----a--a,,,,/b.ɹɑːɦ.mə.ɳɑːt̪.mə.kə/,ब्राह्मणात्मक,0
234631,,ब्राह्मणावेक्ष,a,ap----a--a,,,,/b.ɹɑːɦ.mə.ɳɑː.ʋeːk.ʂə/,ब्राह्म-णावेक्ष,0
234632,149575,ब्राह्मणायन,n,n-----m--a,,,,/b.ɹɑːɦ.mə.ɳɑː.jə.nə/,ब्राह्मणायन॔,0
234633,149578,ब्राह्मणी,n,n-----f--ī,,,,/b.ɹɑːɦ.mə.ɳiː/,ब्राह्मणी,0
234634,149578,ब्राह्मणी,n,n-----f--ī,,,,/b.ɹɑːɦ.mə.ɳiː/,ब्रा॔ह्मणी,0
234635,,ब्राह्मणीभू,v,v----a--1-,,,,/b.ɹɑːɦ.mə.ɳiː.bʱuː/,ब्राह्मणी-भू,0
234636,149579,ब्राह्मणीगामिन्,n,n-----m--n,,,,/b.ɹɑːɦ.mə.ɳiː.gɑː.min/,ब्राह्मणी-गामिन्,0
234637,149581,ब्राह्मणीसत्तमा,n,n-----f--ā,,,,/b.ɹɑːɦ.mə.ɳiː.ˈsət̪.t̪ə.mɑː/,ब्राह्मणी-सत्तमा,0
234638,149580,ब्राह्मणीत्व,n,n-----n--a,,,,/b.ɹɑːɦ.mə.ɳiːt̪.ʋə/,ब्राह्मणी-त्व,0
234639,149504,ब्राह्मेष्टि,n,n-----f--i,,,,/b.ɹɑːɦ.meːʂ.ʈi/,ब्राह्मेष्टि,0
234640,149582,ब्राह्मि,a,ap----a--i,,,,/b.ɹɑːɦ.mi/,ब्रा॔ह्मि,0
234641,,ब्राह्मिका,n,n-----f--ā,,,,/b.ɹɑːɦ.mi.kɑː/,ब्राह्मिका,0
234642,149506,ब्राह्मोत्सव,n,n-----m--a,,,,/b.ɹɑːɦ.moːt̪.sə.ʋə/,ब्राह्मोत्सव,0
234643,149505,ब्राह्मोढा,n,n-----f--ā,,,,/b.ɹɑːɦ.moː.ɖʰɑː/,ब्राह्मोढा,0
234645,149765,ब्राह्म्य,n,n-----m--a,,,,/b.ɹɑːɦ.mjə/,ब्राह्म्य,0
234646,149764,ब्राह्म्य,a,ap----a--a,,,,/b.ɹɑːɦ.mjə/,ब्राह्म्य,0
234647,149766,ब्राह्म्य,n,n-----n--a,,,,/b.ɹɑːɦ.mjə/,ब्राह्म्य,0
234648,149589,ब्राह्म्यहुत,n,n-----n--a,,,,/b.ɹɑːɦ.mjə.ɦu.t̪ə/,ब्राह्म्य-हुत,0
234649,149588,ब्राह्म्यमुहूर्त,n,n-----m--a,,,,/b.ɹɑːɦ.mjə.mu.ɦuːɹ.t̪ə/,ब्राह्म्य-मुहूर्त,0
234650,149587,ब्राह्म्यतीर्थ,n,n-----n--a,,,,/b.ɹɑːɦ.mjə.t̪iːɹ.t̪ʰə/,ब्राह्म्य-तीर्थ,0
234651,,ब्राह्म्या,r,rp--------,,,,/b.ɹɑːɦ.mjɑː/,ब्राह्म्या,0
234652,149503,ब्राह्माहोरात्र,n,n-----m--a,,,,/b.ɹɑːɦ.mɑː.ɦoː.ɹɑːt̪.ɹə/,ब्राह्माहो-रात्र,0
234653,149762,ब्राह्मी,n,n-----f--ī,,,,/b.ɹɑːɦ.miː/,ब्राह्मी॔,0
234654,149762,ब्राह्मी,n,n-----f--ī,,,,/b.ɹɑːɦ.miː/,ब्राह्मी,0
234655,149583,ब्राह्मीकन्द,n,n-----m--a,,,,/b.ɹɑːɦ.miː.kən.d̪ə/,ब्राह्मी-कन्द,0
234656,149584,ब्राह्मीकुन्द,n,n-----n--a,,,,/b.ɹɑːɦ.miː.kun.d̪ə/,ब्राह्मी-कुन्द,0
234657,,ब्राह्मीपुत्र,n,n-----m--a,,,,/b.ɹɑːɦ.miː.ˈput̪.ɹə/,ब्राह्मी-पुत्र,0
234658,149585,ब्राह्मीतन्त्र,n,n-----n--a,,,,/b.ɹɑːɦ.miː.t̪ən.t̪ɹə/,ब्राह्मी-तन्त्र,0
234659,149763,ब्राह्मीशान्तिसंकल्प,n,n-----m--a,,,,/b.ɹɑːɦ.miː.ɕɑːn.t̪i.səŋ.ˈkəl.pə/,ब्राह्मी-शान्ति-संकल्प,0
234660,,ब्राह्मीशान्त्यवधानक्रम,n,n-----m--a,,,,/b.ɹɑːɦ.miː.ɕɑːn.t̪jə.ʋə.d̪ʰɑː.ˈnək.ɹə.mə/,ब्राह्मी-शान्त्य्-अवधान-क्रम,0
234661,,ब्रू,v,v----a--2- v----d--2-,,,,/b.ɹuː/,ब्रू,0
234662,,ब्रूस्,v,v----a----,,,,/b.ɹuːs/,ब्रूस्,0
234663,,बुभुक्षित,a,ap----a--a,,,,/bu.ˈbʱuk.ʂi.t̪ə/,बुभुक्षित,0
234664,148524,बुभुक्षु,a,ap----a--u,,,,/bu.ˈbʱuk.ʂu/,बुभुक्षु,0
234665,149062,बुभुक्षा,n,n-----f--ā,,,,/bu.ˈbʱuk.ʂɑː/,बुभुक्षा,0
234666,,बुभुक्षापनय,n,n-----m--a,,,,/bu.ˈbʱuk.ʂɑː.pə.nə.jə/,बुभुक्षापनय,0
234667,,बुभुक्षापीडित,a,ap----a--a,,,,/bu.ˈbʱuk.ʂɑː.piː.ɖi.t̪ə/,बुभुक्षा-पीडित,0
234668,,बुभुत्सित,n,n-----n--a,,,,/bu.ˈbʱut̪.si.t̪ə/,बुभुत्सित,0
234669,199808,बुभुत्सु,a,ap----a--u,,,,/bu.ˈbʱut̪.su/,बुभु-त्सु,0
234670,148462,बुभुत्सा,n,n-----f--ā,,,,/bu.ˈbʱut̪.sɑː/,बुभुत्सा,0
234671,148526,बुभूर्षु,a,ap----a--u,,,,/bu.bʱuːɹ.ʂu/,बुभूर्षु,0
234672,148525,बुभूर्षा,n,n-----f--ā,,,,/bu.bʱuːɹ.ʂɑː/,बुभूर्षा,0
234673,148527,बुभूषक,a,ap----a--a,,,,/bu.bʱuː.ʂə.kə/,बुभूषक,0
234674,148528,बुभूषु,a,ap----a--u,,,,/bu.bʱuː.ʂu/,बुभूषु,0
234675,,बुभूषा,n,n-----f--ā,,,,/bu.bʱuː.ʂɑː/,बुभूषा,0
234676,148461,बुबोधयिषु,a,ap----a--u,,,,/bu.boː.d̪ʰə.ji.ʂu/,बुबोधयिषु,0
234677,148522,बुबुर,n,n-----m--a,,,,/bu.bu.ɹə/,बुबुर,0
234678,,बुद्,v,v----a--1- v----d--1-,,,,/bud̪/,बुद्,0
234679,148992,बुद्बुद,n,n-----m--a,,,n-----f--ā=बुद्बुदआ,/ˈbud̪.bu.d̪ə/,बुद्बुद,0
234680,148994,बुद्बुद,n,n-----n--a,,,,/ˈbud̪.bu.d̪ə/,बुद्बुद,0
234681,148332,बुद्बुदत्व,n,n-----n--a,,,,/ˈbud̪.bu.ˈd̪ət̪.ʋə/,बुद्बुद-त्व,0
234682,148333,बुद्बुदयाशु,a,ap----a--u,,,,/ˈbud̪.bu.d̪ə.jɑː.ɕu/,बुद्बुद-याशु,0
234683,148993,बुद्बुदा,n,n-----f--ā,,,,/ˈbud̪.bu.d̪ɑː/,बुद्बुदा,0
234684,,बुद्बुदाकारता,n,n-----f--ā,,,,/ˈbud̪.bu.d̪ɑː.kɑː.ɹə.t̪ɑː/,बुद्बुदाकार-ता,0
234685,148335,बुद्बुदाक्ष,a,ap----a--a,,,,/ˈbud̪.bu.d̪ɑːk.ʂə/,बुद्बुदाक्ष,0
234686,148996,बुद्ध,n,n-----m--a,,,,/ˈbud̪.d̪ʰə/,बुद्ध,0
234688,,बुद्ध,n,n-----n--a,,,,/ˈbud̪.d̪ʰə/,बुद्ध,0
234689,148995,बुद्ध,a,ap----a--a,,,,/ˈbud̪.d̪ʰə/,बुद्ध,0
234690,148361,बुद्धभद्र,n,n-----m--a,,,,/ˈbud̪.d̪ʰə.ˈbʱəd̪.ɹə/,बुद्ध-भद्र,0
234692,148360,बुद्धभट्ट,n,n-----m--a,,,,/ˈbud̪.d̪ʰə.ˈbʱəʈ.ʈə/,बुद्ध-भट्ट,0
234693,148362,बुद्धभूमि,n,n-----m--i,,,,/ˈbud̪.d̪ʰə.bʱuː.mi/,बुद्ध-भूमि,0
234694,,बुद्धभूमिसूत्र,n,n-----n--a,,,,/ˈbud̪.d̪ʰə.bʱuː.mi.suːt̪.ɹə/,बुद्ध-भूमि-सूत्र,0
234695,148999,बुद्धचक्षुस्,n,n-----n-su,,,,/ˈbud̪.d̪ʰə.ˈt͡ɕək.ʂus/,बुद्ध-चक्षुस्,0
234696,148340,बुद्धचरित,n,n-----n--a,,,,/ˈbud̪.d̪ʰə.t͡ɕə.ɹi.t̪ə/,बुद्ध-चरित,0
234697,148341,बुद्धचरित्र,n,n-----n--a,,,,/ˈbud̪.d̪ʰə.t͡ɕə.ˈɹit̪.ɹə/,बुद्ध-चरित्र,0
234698,148342,बुद्धचर्य,n,n-----n--a,,,,/ˈbud̪.d̪ʰə.ˈt͡ɕəɹ.jə/,बुद्ध-चर्य,0
234836,148440,बुध्,a,ap----a--c,,,,/bud̪ʰ/,बुध्,0
234699,148343,बुद्धच्छाया,n,n-----f--ā,,,,/ˈbud̪.ˈd̪ʰət͡ɕ.t͡ɕʰɑː.jɑː/,बुद्ध-च्छाया,0
234700,148345,बुद्धदत्त,n,n-----m--a,,,,/ˈbud̪.d̪ʰə.ˈd̪ət̪.t̪ə/,बुद्ध-दत्त,0
234701,148348,बुद्धदेव,n,n-----m--a,,,,/ˈbud̪.d̪ʰə.d̪eː.ʋə/,बुद्ध-देव,0
234702,,बुद्धधर्म,n,n-----m--a,,,,/ˈbud̪.d̪ʰə.ˈd̪ʰəɹ.mə/,बुद्ध-धर्म,0
234703,,बुद्धधर्मसंघ,n,n-----m--a,,,,/ˈbud̪.d̪ʰə.ˈd̪ʰəɹ.mə.səŋ.gʰə/,बुद्ध-धर्म-संघ,0
234704,148347,बुद्धदिश्,n,n-----m--c,,,,/ˈbud̪.d̪ʰə.d̪iɕ/,बुद्ध-दिश्,0
234705,148349,बुद्धद्रव्य,n,n-----n--a,,,,/ˈbud̪.ˈd̪ʰəd̪.ˈɹəʋ.jə/,बुद्ध-द्रव्य,0
234706,148350,बुद्धद्वादशीव्रत,n,n-----n--a,,,,/ˈbud̪.ˈd̪ʰəd̪.ʋɑː.d̪ə.ɕiːʋ.ɹə.t̪ə/,बुद्ध-द्वादशी-व्रत,0
234707,148346,बुद्धदास,n,n-----m--a,,,,/ˈbud̪.d̪ʰə.d̪ɑː.sə/,बुद्ध-दास,0
234708,148338,बुद्धगया,n,n-----f--ā,,,,/ˈbud̪.d̪ʰə.gə.jɑː/,बुद्ध-गया,0
234709,148339,बुद्धघोष,n,n-----m--a,,,,/ˈbud̪.d̪ʰə.gʰoː.ʂə/,बुद्ध-घोष,0
234710,,बुद्धगुप्त,n,n-----m--a,,,,/ˈbud̪.d̪ʰə.ˈgup.t̪ə/,बुद्ध-गुप्त,0
234711,,बुद्धगुरु,n,n-----m--u,,,,/ˈbud̪.d̪ʰə.gu.ɹu/,बुद्ध-गुरु,0
234712,148379,बुद्धैडूक,n,n-----m--a,,,,/ˈbud̪.d̪ʰɑːi.ɖuː.kə/,बुद्धैडूक,0
234713,,बुद्धज्ञान,n,n-----n--a,,,,/ˈbud̪.ˈd̪ʰəd͡ʑ.ɲɑː.nə/,बुद्ध-ज्ञान,0
234714,,बुद्धज्ञानश्री,n,n-----m--ī,,,,/bud̪d̪ʰəd͡ʑɲɑːnəɕɹiː/,बुद्ध-ज्ञान-श्री,0
234715,148381,बुद्धक,n,n-----m--a,,,,/ˈbud̪.d̪ʰə.kə/,बुद्धक,0
234716,,बुद्धकल्प,n,n-----m--a,,,,/ˈbud̪.d̪ʰə.ˈkəl.pə/,बुद्ध-कल्प,0
234717,148336,बुद्धकपालिनी,n,n-----f--ī,,,,/ˈbud̪.d̪ʰə.kə.pɑː.li.niː/,बुद्ध-कपालिनी,0
234718,148337,बुद्धकायवर्णपरिनिष्पत्त्यभिनिर्हारा,n,n-----f--ā,,,,/ˈbud̪.d̪ʰə.kɑː.jə.ˈʋəɹ.ɳə.pə.ɹi.ˈniʂ.ˈpət̪.t̪jə.bʱi.ˈniɹ.ɦɑː.ɹɑː/,बुद्ध-काय-वर्ण-परिनिष्पत्त्य्-अभिनिर्हारा,0
234719,148997,बुद्धक्षेत्र,n,n-----n--a,,,,/ˈbud̪.ˈd̪ʰək.ʂeːt̪.ɹə/,बुद्ध-क्षेत्र,0
234720,,बुद्धक्षेत्रपरिशोधक,n,n-----n--a,,,,/ˈbud̪.ˈd̪ʰək.ʂeːt̪.ɹə.pə.ɹi.ɕoː.d̪ʰə.kə/,बुद्ध-क्षेत्र-परिशोधक,0
234721,,बुद्धक्षेत्रवरलोचन,n,n-----n--a,,,,/ˈbud̪.ˈd̪ʰək.ʂeːt̪.ɹə.ʋə.ɹə.loː.t͡ɕə.nə/,बुद्ध-क्षेत्र-वर-लोचन,0
234722,148363,बुद्धमन्त्र,n,n-----n--a,,,,/ˈbud̪.d̪ʰə.mən.t̪ɹə/,बुद्ध-मन्त्र,0
234723,148365,बुद्धमित्र,n,n-----m--a,,,,/ˈbud̪.d̪ʰə.ˈmit̪.ɹə/,बुद्ध-मित्र,0
234724,148364,बुद्धमार्ग,n,n-----m--a,,,,/ˈbud̪.d̪ʰə.mɑːɹ.gə/,बुद्ध-मार्ग,0
