136797,मीमांसामकरन्द,n,n-----m--a,,,,/miː.mɑː̃.sɑː.mə.kə.ɹən.d̪ə/,मीमांसा॔-मकरन्द,0
304544,44463,नलित,n,n-----m--a,,,,/nə.li.t̪ə/,नलित,0
304545,,नल्लाबुध,n,n-----m--a,,,,/ˈnəl.lɑː.bu.d̪ʰə/,नल्ला-बुध,0
304546,44480,नल्लादीक्षित,n,n-----m--a,,,,/ˈnəl.lɑː.d̪iːk.ʂi.t̪ə/,नल्ला-दीक्षित,0
304547,,नल्लापण्डित,n,n-----m--a,,,,/ˈnəl.lɑː.ˈpəɳ.ɖi.t̪ə/,नल्ला-पण्डित,0
304548,44458,नलोदय,n,n-----m--a,,,,/nə.loː.d̪ə.jə/,नलोदय,0
304549,44459,नलोपाख्यान,n,n-----n--a,,,,/nə.loː.pɑːkʰ.jɑː.nə/,नलोपाख्यान,0
304550,44457,नलोत्तम,n,n-----m--a,,,,/nə.loːt̪.t̪ə.mə/,नलोत्तम,0
304551,44481,नल्व,n,n-----m--a,,,,/ˈnəl.ʋə/,नल्व,0
304552,44482,नल्ववर्त्मग,a,ap----a--a,,,,/ˈnəl.ʋə.ˈʋəɹt̪.mə.gə/,नल्व-वर्त्म-ग,0
304553,44483,नल्ववर्त्मगा,n,n-----f--ā,,,,/ˈnəl.ʋə.ˈʋəɹt̪.mə.gɑː/,नल्व-वर्त्म-गा,0
304554,44484,नल्वण,n,n-----n--a,,,,/ˈnəl.ʋə.ɳə/,नल्वण,0
305039,,नर्द्,v,v----a--1-,,,,/nəɹd̪/,नर्द्,0
304555,44485,नल्वण्गोन्नलकामाभट्ट,n,n-----m--a,,,,/ˈnəl.ˈʋəɳ.goːn.nə.lə.kɑː.mɑː.ˈbʱəʈ.ʈə/,नल्वण्गोन्नलकामा-भट्ट,0
304556,44454,नलानन्द,n,n-----m--a,,,,/nə.lɑː.nən.d̪ə/,नलानन्द,0
304557,44429,नली,n,n-----f--ī,,,,/nə.liː/,नली,0
304558,44479,नलीय,a,ap----a--a,,,,/nə.liː.jə/,नलीय,0
304559,,नम्,v,v----a--1- v----d--1-,,,,/nəm/,नम्,0
304560,44120,नम,n,n-----m--a,,,,/nə.mə/,न॔म,0
304561,44178,नमैय,n,n-----m--a,,,,/nə.mɑːi.jə/,नमैय,0
304562,44122,नमक,n,n-----m--a,,,,/nə.mə.kə/,नमक,0
304563,44123,नमकभाष्य,n,n-----n--a,,,,/nə.mə.kə.bʱɑːʂ.jə/,नमक-भाष्य,0
304564,44124,नमकचमकभाष्य,n,n-----n--a,,,,/nə.mə.kə.t͡ɕə.mə.kə.bʱɑːʂ.jə/,नमक-चमक-भाष्य,0
304565,44129,नमन,n,n-----n--a,,,,/nə.mə.nə/,नमन,0
304567,44128,नमन,a,ap----a--a,,,,/nə.mə.nə/,नमन,0
304568,44130,नमनीय,a,ap----a--a,,,,/nə.mə.niː.jə/,नमनीय,0
304569,,नमनीयपाद,n,n-----m--a,,,,/nə.mə.niː.jə.pɑː.d̪ə/,नमनीय-पाद,0
304571,44134,नमस्,n,n-----m-sa,,,,/nə.məs/,न॔मस्,0
304572,44143,नमस,a,ap----a--a,,,,/nə.mə.sə/,नमस,0
304573,44144,नमस,n,n-----m--a,,,,/nə.mə.sə/,नमस,0
304574,44146,नमसित,a,ap----a--a,,,,/nə.mə.si.t̪ə/,नमसित,0
304575,44135,नमस्कर्तृ,a,ap----a--r,,,,/nə.ˈməs.ˈkəɹ.t̪ɹ̩/,न॔मस्-कर्तृ,0
304576,44140,नमस्क्रिया,n,n-----f--ā,,,,/nə.ˈməs.kɹi.jɑː/,न॔मस्-क्रिया,0
304577,44136,नमस्कार,n,n-----m--a,,,,/nə.ˈməs.kɑː.ɹə/,न॔मस्-कार॔,0
304578,,नमस्कारस्तव,n,n-----m--a,,,,/nə.ˈməs.kɑː.ˈɹəs.t̪ə.ʋə/,न॔मस्-कार-स्तव,0
304579,,नमस्कारवत्,a,ap----a--c,,,,/nə.ˈməs.kɑː.ɹə.ʋət̪/,न॔मस्-कार-वत्,0
304580,,नमस्कारविधि,n,n-----m--i,,,,/nə.ˈməs.kɑː.ɹə.ʋi.d̪ʰi/,न॔मस्-कार-विधि,0
304581,,नमस्कार्य,a,ap----a--a,,,,/nə.ˈməs.kɑːɹ.jə/,न॔मस्-कार्य,0
304582,44137,नमस्कारी,n,n-----f--ī,,,,/nə.ˈməs.kɑː.ɹiː/,न॔मस्-कारी,0
304583,,नमस्कृति,n,n-----f--i,,,,/nə.ˈməs.kɹ̩.t̪i/,न॔मस्-कृति,0
304584,44141,नमस्वत्,a,ap----a--c,,,,/nə.ˈməs.ʋət̪/,न॔मस्-वत्,0
304585,44142,नमस्विन्,a,ap----a--n,,,,/nə.ˈməs.ʋin/,न॔मस्-वि॔न्,0
304586,44150,नमस्य,a,ap----a--a,,,,/nə.ˈməs.jə/,नमस्य॔,0
304588,,नमस्यित,a,ap----a--a,,,,/nə.ˈməs.ji.t̪ə/,नमस्यित,0
304589,44149,नमस्यु,n,n-----m--u,,,,/nə.ˈməs.ju/,नमस्यु॔,0
304590,44148,नमस्यु,a,ap----a--u,,,,/nə.ˈməs.ju/,नमस्यु॔,0
304591,44147,नमस्या,n,n-----f--ā,,,,/nə.ˈməs.jɑː/,नमस्या॔,0
304592,44145,नमसान,a,ap----a--a,,,,/nə.mə.sɑː.nə/,नमसान॔,0
304593,,नमत्,a,ap----a--c,,ap----f--ī=>न्ती,,/nə.mət̪/,नमत्,0
304595,44171,नमत,n,n-----n--a,,,,/nə.mə.t̪ə/,नमत,0
304596,44127,नमत,n,n-----m--a,,,,/nə.mə.t̪ə/,नमत,0
304598,44125,नमत,a,ap----a--a,,ap----f--ā=>ा,,/nə.mə.t̪ə/,नमत,0
304599,,नमत्र,n,n-----n--a,,,,/nə.ˈmət̪.ɹə/,नमत्र,0
304600,44121,नमउक्ति,n,n-----f--i,,,,/nə.məuk.t̪i/,न॔म-उक्ति,0
304601,,नमयत्,a,ap----a--c,,ap----f--ī=>न्ती,,/nə.mə.jət̪/,नमयत्,0
304602,,नमयितव्य,a,ap----a--a,,,,/nə.mə.ji.ˈt̪əʋ.jə/,नमयितव्य,0
304782,43991,नन्दितरु,n,n-----m--u,,,,/nən.d̪i.t̪ə.ɹu/,नन्दि-तरु,0
304603,44132,नमयिष्णु,a,ap----a--u,,,,/nə.mə.ˈjiʂ.ɳu/,नमयिष्णु,0
304604,,नम्ब्,v,v----a--1-,,,,/nəmb/,नम्ब्,0
304605,44180,नम्बिकारिका,n,n-----f--ā,,,,/nəm.bi.kɑː.ɹi.kɑː/,नम्बि-कारिका,0
304606,44177,नमेरु,n,n-----m--u,,,,/nə.meː.ɹu/,नमेरु,0
304607,215532,नमि,n,n-----m--i,,,,/nə.mi/,नमि,0
304608,,नमित,a,ap----a--a,,,,/nə.mi.t̪ə/,नमित,0
304609,44152,नमोगुरु,n,n-----m--u,,,,/nə.moː.gu.ɹu/,नमो-गुरु,0
304610,44153,नमोवाक,n,n-----m--a,,,,/nə.moː.ʋɑː.kə/,नमो-वाक,0
304611,44155,नमोवृध्,a,ap----a--c,,,,/nə.moː.ʋɹ̩d̪ʰ/,नमो-वृ॔ध्,0
304612,44156,नमोवृध,a,ap----a--a,,,,/nə.moː.ʋɹ̩.d̪ʰə/,नमो-वृध॔,0
304613,44154,नमोवृक्ति,n,n-----f--i,,,,/nə.moː.ˈʋɹ̩k.t̪i/,न॔मो-वृक्ति,0
304614,,नमोवृक्तिवत्,a,ap----a--c,,,,/nə.moː.ˈʋɹ̩k.t̪i.ʋət̪/,न॔मो-वृक्ति-वत्,0
304615,44159,नम्र,a,ap----a--a,,ap----f--ā=>ा,,/nəm.ɹə/,नम्र॔,0
304616,44168,नम्रक,a,ap----a--a,,,,/nəm.ɹə.kə/,नम्रक,0
304617,44169,नम्रक,n,n-----m--a,,,,/nəm.ɹə.kə/,नम्रक,0
304618,,नम्रमुख,a,ap----a--a,,ap----f--ī=>ी,,/nəm.ɹə.mu.kʰə/,नम्र॔-मुख,0
304619,,नम्रमूर्ति,a,ap----a--i,,,,/nəm.ɹə.muːɹ.t̪i/,नम्र॔-मूर्ति,0
304620,44163,नम्रनासिक,a,ap----a--a,,,,/nəm.ɹə.nɑː.si.kə/,नम्र॔-नासिक,0
304621,44164,नम्रप्रकृति,a,ap----a--i,,,,/nəm.ˈɹəp.ɹə.kɹ̩.t̪i/,नम्र॔-प्रकृति,0
304622,,नम्रत्व,n,n-----n--a,,,,/nəm.ˈɹət̪.ʋə/,नम्र॔-त्व,0
304623,,नम्रता,n,n-----f--ā,,,,/nəm.ɹə.t̪ɑː/,नम्र॔-ता,0
304624,44170,नम्रित,a,ap----a--a,,,,/nəm.ɹi.t̪ə/,नम्रित,0
304625,44160,नम्रा,n,n-----f--ā,,,,/nəm.ɹɑː/,नम्रा॔,0
304626,44167,नम्राङ्ग,a,ap----a--a,,ap----f--ī=>ी,,/nəm.ɹɑːŋ.gə/,नम्राङ्ग,0
304627,,नम्रीकृ,v,v----a--8-,,,,/nəm.ɹiː.kɹ̩/,नम्री-कृ,0
304628,44173,नमुच,n,n-----m--a,,,,/nə.mu.t͡ɕə/,नमुच,0
304629,44174,नमुचि,n,n-----m--i,,,,/nə.mu.t͡ɕi/,नमुचि,0
304630,44175,नमुचिद्विष्,n,n-----m--c,,,,/nə.mu.ˈt͡ɕid̪.ʋiʂ/,नमुचि-द्विष्,0
304631,,नमुचिघ्न,n,n-----m--a,,,,/nə.mu.ˈt͡ɕigʰ.nə/,नमुचि-घ्न,0
304632,,नमुचिहन्,n,n-----m--n,,,,/nə.mu.t͡ɕi.ɦən/,नमुचि-हन्,0
304633,44176,नमुचिसूदन,n,n-----m--a,,,,/nə.mu.t͡ɕi.suː.d̪ə.nə/,नमुचि-सूदन,0
304634,,नमुचिसूदनसारथि,n,n-----m--i,,,,/nə.mu.t͡ɕi.suː.d̪ə.nə.sɑː.ɹə.t̪ʰi/,नमुचि-सूदन-सारथि,0
304635,43454,नमुर,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=नमुर",/nə.mu.ɹə/,न॔-मुर॔,0
304636,44157,नम्य,a,ap----a--a,,,,/nəm.jə/,नम्य,0
304637,44158,नम्या,n,n-----f--ā,,,,/nəm.jɑː/,नम्या,0
304638,,नमाक,n,n-----m--a,,,,/nə.mɑː.kə/,नमाक,0
304639,43453,नमात्र,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=नमात्र",/nə.mɑːt̪.ɹə/,न॔-मात्र,0
304640,,नमी,n,n-----n--ī,,,,/nə.miː/,न॔मी,0
304641,43455,नमृत,a,ap----a--a,,,,/nə.mɹ̩.t̪ə/,न॔-मृत,0
304642,43918,ननन्दृ,n,n-----f--r,,,,/nə.nən.d̪ɹ̩/,ननन्दृ,0
304643,,नन्द्,v,v----a--1-,,,,/nənd̪/,नन्द्,0
304644,43926,नन्द,n,n-----m--a,,,,/nən.d̪ə/,न॔न्द,0
304645,43929,नन्द,n,n-----n--a,,,,/nən.d̪ə/,न॔न्द,0
304646,43943,नन्दबला,n,n-----f--ā,,,,/nən.d̪ə.bə.lɑː/,न॔न्द-बला,0
304647,43935,नन्ददेव,n,n-----m--a,,,,/nən.d̪ə.d̪eː.ʋə/,न॔न्द-देव,0
304648,43934,नन्ददास,n,n-----m--a,,,,/nən.d̪ə.d̪ɑː.sə/,न॔न्द-दास,0
304649,,नन्दगोप,n,n-----m--a,,,,/nən.d̪ə.goː.pə/,न॔न्द-गोप,0
304650,,नन्दगोपकुल,n,n-----n--a,,,,/nən.d̪ə.goː.pə.ku.lə/,न॔न्द-गोप-कुल,0
304651,,नन्दगोपकुलोद्भवा,n,n-----f--ā,,,,/nən.d̪ə.goː.pə.ku.loːd̪.bʱə.ʋɑː/,न॔न्द-गोप-कुलोद्भवा,0
304652,,नन्दगोपकुमार,n,n-----m--a,,,,/nən.d̪ə.goː.pə.ku.mɑː.ɹə/,न॔न्द-गोप-कुमार,0
304653,43933,नन्दगोपिता,n,n-----f--ā,,,,/nən.d̪ə.goː.pi.t̪ɑː/,न॔न्द-गोपिता,0
304656,43954,नन्दक,a,ap----a--a,,,,/nən.d̪ə.kə/,नन्दक,0
304658,43955,नन्दक,n,n-----m--a,,,,/nən.d̪ə.kə/,नन्दक,0
304661,43957,नन्दकि,n,n-----m--i,,,,/nən.d̪ə.ki/,नन्दकि,0
304662,,नन्दकिन्,n,n-----m--n,,,,/nən.d̪ə.kin/,नन्दकिन्,0
304663,43930,नन्दकिशोर,n,n-----m--a,,,,/nən.d̪ə.ki.ɕoː.ɹə/,न॔न्द-किशोर,0
304664,43931,नन्दकुमार,n,n-----m--a,,,,/nən.d̪ə.ku.mɑː.ɹə/,न॔न्द-कुमार,0
304665,,नन्दलाल,n,n-----m--a,,,,/nən.d̪ə.lɑː.lə/,न॔न्द-लाल,0
304666,43944,नन्दमित्र,n,n-----m--a,,,,/nən.d̪ə.ˈmit̪.ɹə/,न॔न्द-मित्र,0
304668,43959,नन्दन,a,ap----a--a,,ap----f--ā=>ा,,/nən.d̪ə.nə/,नन्दन,0
304672,43962,नन्दन,n,n-----n--a,,,,/nən.d̪ə.nə/,नन्दन,0
304675,43960,नन्दन,n,n-----m--a,,,,/nən.d̪ə.nə/,नन्दन,0
304684,,नन्दनद्रुम,n,n-----m--a,,,,/nən.d̪ə.ˈnəd̪.ɹu.mə/,नन्दन-द्रुम,0
304685,43964,नन्दनज,n,n-----m--a,,,,/nən.d̪ə.nə.d͡ʑə/,नन्दन-ज,0
304686,43963,नन्दनकानन,n,n-----n--a,,,,/nən.d̪ə.nə.kɑː.nə.nə/,नन्दन-कानन,0
304687,43966,नन्दनमाला,n,n-----f--ā,,,,/nən.d̪ə.nə.mɑː.lɑː/,नन्दन-माला,0
304688,,नन्दनन्दन,n,n-----m--a,,,,/nən.d̪ə.nən.d̪ə.nə/,न॔न्द-नन्दन,0
304689,,नन्दनन्दनी,n,n-----f--ī,,,,/nən.d̪ə.nən.d̪ə.niː/,न॔न्द-नन्दनी,0
304690,,नन्दनवन,n,n-----n--a,,,,/nən.d̪ə.nə.ʋə.nə/,नन्दन-वन,0
304691,,नन्दनोद्भव,n,n-----m--a,,,,/nən.d̪ə.noːd̪.bʱə.ʋə/,नन्दनोद्भव,0
304692,43969,नन्दन्त,n,n-----m--a,,,,/nən.d̪ən.t̪ə/,नन्दन्त,0
304693,43968,नन्दन्त,a,ap----a--a,,ap----f--ī=>ी,,/nən.d̪ən.t̪ə/,नन्दन्त,0
304694,43970,नन्दन्ती,n,n-----f--ī,,,,/nən.d̪ən.t̪iː/,नन्दन्ती,0
304695,43961,नन्दना,n,n-----f--ā,,,,/nən.d̪ə.nɑː/,नन्दना,0
304696,43936,नन्दनाथ,n,n-----m--a,,,,/nən.d̪ə.nɑː.t̪ʰə/,न॔न्द-नाथ,0
304697,,नन्दपद्र,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=नन्दपद्र",/nən.d̪ə.ˈpəd̪.ɹə/,न॔न्द-पद्र,0
304698,43939,नन्दपर्वत,n,n-----m--a,,,,/nən.d̪ə.ˈpəɹ.ʋə.t̪ə/,न॔न्द-पर्वत,0
304699,43937,नन्दपण्डित,n,n-----m--a,,,,/nən.d̪ə.ˈpəɳ.ɖi.t̪ə/,न॔न्द-पण्डित,0
304700,43941,नन्दप्रभञ्जनवर्मन्,n,n-----m--n,,,,/nən.ˈd̪əp.ɹə.bʱəɲ.d͡ʑə.nə.ˈʋəɹ.mən/,न॔न्द-प्रभञ्जन-वर्मन्,0
304701,43942,नन्दप्रयाग,n,n-----m--a,,,,/nən.ˈd̪əp.ɹə.jɑː.gə/,न॔न्द-प्रयाग,0
304702,,नन्दपुत्र,n,n-----m--a,,,,/nən.d̪ə.ˈput̪.ɹə/,न॔न्द-पुत्र,0
304703,,नन्दपुत्रोत्सव,n,n-----m--a,,,,/nən.d̪ə.ˈput̪.ɹoːt̪.sə.ʋə/,न॔न्द-पुत्रोत्सव,0
304704,,नन्दपुत्री,n,n-----f--ī,,,,/nən.d̪ə.ˈput̪.ɹiː/,न॔न्द-पुत्री,0
304705,43940,नन्दपाल,n,n-----m--a,,,,/nən.d̪ə.pɑː.lə/,न॔न्द-पाल,0
304706,,नन्दराम,n,n-----m--a,,,,/nən.d̪ə.ɹɑː.mə/,न॔न्द-राम,0
304707,43948,नन्दसुन्दर,n,n-----m--a,,,,/nən.d̪ə.sun.d̪ə.ɹə/,न॔न्द-सुन्दर,0
304708,,नन्दसुत,n,n-----m--a,,,,/nən.d̪ə.su.t̪ə/,न॔न्द-सुत,0
304709,43947,नन्दसार,n,n-----m--a,,,,/nən.d̪ə.sɑː.ɹə/,न॔न्द-सार,0
304710,,नन्दसूनु,n,n-----m--u,,,,/nən.d̪ə.suː.nu/,न॔न्द-सूनु,0
304711,43958,नन्दथु,n,n-----m--u,,,,/nən.d̪ə.t̪ʰu/,नन्दथु,0
304712,43945,नन्दवर्धन,n,n-----m--a,,,,/nən.d̪ə.ˈʋəɹ.d̪ʰə.nə/,न॔न्द-वर्धन,0
304713,,नन्दयन्त,a,ap----a--a,,ap----f--ī=>ी,,/nən.d̪ə.jən.t̪ə/,नन्दयन्त,0
304714,43972,नन्दयन्ती,n,n-----f--ī,,,,/nən.d̪ə.jən.t̪iː/,नन्दयन्ती,0
304715,,नन्दयत्,a,ap----a--c,,ap----f--ī=>न्ती,,/nən.d̪ə.jət̪/,नन्दयत्,0
304716,,नन्दयित्नु,n,n-----m--u,,,,/nən.d̪ə.ˈjit̪.nu/,नन्दयित्नु,0
304717,,नन्दयित्नु,a,ap----a--u,,,,/nən.d̪ə.ˈjit̪.nu/,नन्दयित्नु,0
304718,43973,नन्दयितृ,a,ap----a--r,,,,/nən.d̪ə.ji.t̪ɹ̩/,नन्दयितृ,0
304719,43946,नन्दशर्मन्,n,n-----m--n,,,,/nən.d̪ə.ˈɕəɹ.mən/,न॔न्द-शर्मन्,0
304720,44042,नन्देरी,n,n-----f--ī,,,,/nən.d̪eː.ɹiː/,नन्देरी,0
304721,43981,नन्दि,n,n-----n--i,,,,/nən.d̪i/,नन्दि,0
304722,43979,नन्दि,n,n-----m--i,,,,/nən.d̪i/,नन्दि,0
304723,,नन्दि,a,ap----a--i,,,,/nən.d̪i/,नन्दि,0
304726,44001,नन्दिभरत,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=नन्दिभरत",/nən.d̪i.bʱə.ɹə.t̪ə/,नन्दि-भरत,0
304727,43993,नन्दिदेव,n,n-----m--a,,,,/nən.d̪i.d̪eː.ʋə/,नन्दि-देव,0
304728,43994,नन्दिदेवी,n,n-----f--ī,,,,/nən.d̪i.d̪eː.ʋiː/,नन्दि-देवी,0
304729,43995,नन्दिधर्म,n,n-----m--a,,,,/nən.d̪i.ˈd̪ʰəɹ.mə/,नन्दि-धर्म,0
304730,43989,नन्दिघोष,n,n-----m--a,,,,/nən.d̪i.gʰoː.ʂə/,नन्दि-घोष,0
304731,,नन्दिघोषविजय,n,n-----m--a,,,,/nən.d̪i.gʰoː.ʂə.ʋi.d͡ʑə.jə/,नन्दि-घोष-विजय,0
304732,43986,नन्दिगिरि,n,n-----m--i,,,,/nən.d̪i.gi.ɹi/,नन्दि-गिरि,0
304733,,नन्दिगिरिमाहात्म्य,n,n-----n--a,,,,/nən.d̪i.gi.ɹi.mɑː.ɦɑːt̪.mjə/,नन्दि-गिरि-माहात्म्य,0
304734,43988,नन्दिग्राम,n,n-----m--a,,,,/nən.ˈd̪ig.ɹɑː.mə/,नन्दि-ग्राम,0
304735,,नन्दिग्रामदर्शन,n,n-----n--a,,,,/nən.ˈd̪ig.ɹɑː.mə.d̪ə.ɹɕə.nə/,नन्दि-ग्राम-दर्शन,0
304736,43987,नन्दिगुप्त,n,n-----m--a,,,,/nən.d̪i.ˈgup.t̪ə/,नन्दि-गुप्त,0
304737,43990,नन्दिज,n,n-----n--a,,,,/nən.d̪i.d͡ʑə/,नन्दि-ज,0
304738,,नन्दिक,a,ap----a--a,,,,/nən.d̪i.kə/,नन्दिक,0
304739,43982,नन्दिकर,a,ap----a--a,,,,/nən.d̪i.kə.ɹə/,नन्दि-कर,0
304740,43983,नन्दिकर,n,n-----m--a,,,,/nən.d̪i.kə.ɹə/,नन्दि-कर,0
304742,44023,नन्दिकेश,n,n-----m--a,,,,/nən.d̪i.keː.ɕə/,नन्दिकेश,0
304743,,नन्दिकेशलिङ्ग,n,n-----n--a,,,,/nən.d̪i.keː.ɕə.liŋ.gə/,नन्दिकेश-लिङ्ग,0
304889,44252,नरचिह्न,n,n-----n--a,,,,/nə.ɹə.ˈt͡ɕiɦ.nə/,न॔र-चिह्न,0
304744,44024,नन्दिकेश्वर,n,n-----m--a,,,,/nənd̪ikeːɕʋəɹə/,नन्दिकेश्वर,0
304745,,नन्दिकेश्वरकारिका,n,n-----f--ā,,,,/nənd̪ikeːɕʋəɹəkɑːɹikɑː/,नन्दिकेश्वर-कारिका,0
304746,,नन्दिकेश्वरकाशिका,n,n-----f--ā,,,,/nənd̪ikeːɕʋəɹəkɑːɕikɑː/,नन्दिकेश्वर-काशिका,0
304747,,नन्दिकेश्वरपुराण,n,n-----n--a,,,,/nənd̪ikeːɕʋəɹəpuɹɑːɳə/,नन्दिकेश्वर-पुराण,0
304748,,नन्दिकेश्वरसंहिता,n,n-----f--ā,,,,/nənd̪ikeːɕʋəɹəsə̃ɦit̪ɑː/,नन्दिकेश्वर-संहिता,0
304749,,नन्दिकेश्वरतारावली,n,n-----f--ī,,,,/nənd̪ikeːɕʋəɹət̪ɑːɹɑːʋəliː/,नन्दिकेश्वर-तारावली,0
304750,,नन्दिकेश्वरतीर्थ,n,n-----n--a,,,,/nənd̪ikeːɕʋəɹət̪iːɹt̪ʰə/,नन्दिकेश्वर-तीर्थ,0
304751,208532,नन्दिकेश्वरोत्पत्ति,n,n-----f--i,,,,/nənd̪ikeːɕʋəɹoːt̪pət̪t̪i/,नन्दिकेश्वरोत्पत्ति,0
304752,208541,नन्दिकेश्वराभिषेक,n,n-----m--a,,,,/nənd̪ikeːɕʋəɹɑːbʱiʂeːkə/,नन्दिकेश्वराभिषेक,0
304753,43984,नन्दिकुण्ड,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=नन्दिकुण्ड",/nən.d̪i.ˈkuɳ.ɖə/,नन्दि-कुण्ड,0
