136797,मीमांसामकरन्द,n,n-----m--a,,,,/miː.mɑː̃.sɑː.mə.kə.ɹən.d̪ə/,मीमांसा॔-मकरन्द,0
304355,43503,नकुली,n,n-----f--ī,,,,/nə.ku.liː/,नकुली,0
304357,43504,नकुलीवागीश्वरीमन्त्रविधान,n,n-----n--a,,,,/nəkuliːʋɑːgiːɕʋəɹiːmənt̪ɹəʋid̪ʰɑːnə/,नकुली-वाग्-ईश्वरी-मन्त्र-विधान,0
304358,43505,नकुलीश,n,n-----m--a,,,,/nə.ku.liː.ɕə/,नकुलीश,0
304359,,नकुलीशदर्शन,n,n-----n--a,,,,/nə.ku.liː.ɕə.d̪ə.ɹɕə.nə/,नकुली-श-दर्शन,0
304360,,नकुलीशपाशुपत,n,n-----m--a,,,,/nə.ku.liː.ɕə.pɑː.ɕu.pə.t̪ə/,नकुली-श-पाशुपत,0
304361,,नकुलीशयोगपारायण,n,n-----n--a,,,,/nə.ku.liː.ɕə.joː.gə.pɑː.ɹɑː.jə.ɳə/,नकुली-श-योग-पारायण,0
304362,43437,नकुतश्चिद्,r,rp--------,,,,/nəkut̪əɕt͡ɕid̪/,न॔-कुतश्चिद्,0
304363,,नकुतश्चिद्भय,a,ap----a--a,,,,/nəkut̪əɕt͡ɕid̪bʱəjə/,न॔-कुतश्चिद्-भय,0
304364,43489,नकुट,n,n-----n--a,,,,/nə.ku.ʈə/,नकुट,0
304365,43433,नकार,n,n-----m--a,,,,/nə.kɑː.ɹə/,न॔-कार,0
304366,43433,नकार,n,n-----m--a,,,,/nə.kɑː.ɹə/,न-कार,0
304367,,नकारविपुला,n,n-----f--ā,,,,/nə.kɑː.ɹə.ʋi.pu.lɑː/,न-कार-विपुला,0
304368,43436,नकीम्,r,rp--------,,,,/nə.kiːm/,न॔-कीम्,0
304369,,नक्ष्,v,v----a--1- v----d--1-,,,,/nəkʂ/,नक्ष्,0
304370,43545,नक्षद्दाभ,a,ap----a--a,,,,/ˈnək.ˈʂəd̪.d̪ɑː.bʱə/,नक्षद्-दाभ॔,0
304371,43546,नक्षत्र,n,n-----n--a,,,,/ˈnək.ˈʂət̪.ɹə/,न॔क्षत्र,0
304374,43546,नक्षत्र,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=नक्षत्र",/ˈnək.ˈʂət̪.ɹə/,न॔क्षत्र,0
304375,,नक्षत्रभक्ति,n,n-----f--i,,,,/ˈnək.ˈʂət̪.ɹə.ˈbʱək.t̪i/,न॔क्षत्र-भक्ति,0
304376,,नक्षत्रभुक्तघटीचक्र,n,n-----n--a,,,,/ˈnək.ˈʂət̪.ɹə.ˈbʱuk.t̪ə.gʰə.ʈiː.ˈt͡ɕək.ɹə/,न॔क्षत्र-भुक्त-घटी-चक्र,0
304377,43553,नक्षत्रचक्र,n,n-----n--a,,,,/ˈnək.ˈʂət̪.ɹə.ˈt͡ɕək.ɹə/,न॔क्षत्र-चक्र,0
304378,43554,नक्षत्रचिन्तामणि,n,n-----m--i,,,,/ˈnək.ˈʂət̪.ɹə.t͡ɕin.t̪ɑː.mə.ɳi/,न॔क्षत्र-चिन्ता-मणि,0
304379,,नक्षत्रचूडामणि,n,n-----m--i,,,,/ˈnək.ˈʂət̪.ɹə.t͡ɕuː.ɖɑː.mə.ɳi/,न॔क्षत्र-चूडा-मणि,0
304380,,नक्षत्रदर्श,n,n-----m--a,,,,/ˈnək.ˈʂət̪.ɹə.d̪ə.ɹɕə/,न॔क्षत्र-दर्श॔,0
304381,,नक्षत्रदेवत,a,ap----a--a,,,,/ˈnək.ˈʂət̪.ɹə.d̪eː.ʋə.t̪ə/,न॔क्षत्र-देवत,0
304382,43562,नक्षत्रदेवताकथन,n,n-----n--a,,,,/ˈnək.ˈʂət̪.ɹə.d̪eː.ʋə.t̪ɑː.kə.t̪ʰə.nə/,न॔क्षत्र-देवता-कथन,0
304383,43563,नक्षत्रदोहदशान्तिक,n,n-----n--a,,,,/ˈnək.ˈʂət̪.ɹə.d̪oː.ɦə.d̪ə.ɕɑːn.t̪i.kə/,न॔क्षत्र-दोहद-शान्तिक,0
304384,43564,नक्षत्रद्वंद्व,n,n-----n--a,,,,/ˈnək.ˈʂət̪.ˈɹəd̪.ʋənd̪.ʋə/,न॔क्षत्र-द्वंद्व,0
304385,43560,नक्षत्रदानविधि,n,n-----m--i,,,,/ˈnək.ˈʂət̪.ɹə.d̪ɑː.nə.ʋi.d̪ʰi/,न॔क्षत्र-दान-विधि,0
304386,43551,नक्षत्रग्रहयुत्यधिकार,n,n-----m--a,,,,/ˈnək.ˈʂət̪.ˈɹəg.ɹə.ɦə.ˈjut̪.jə.d̪ʰi.kɑː.ɹə/,न॔क्षत्र-ग्रह-युत्य्-अधिकार,0
304387,43552,नक्षत्रग्रहोत्पात,n,n-----m--a,,,,/ˈnək.ˈʂət̪.ˈɹəg.ɹə.ɦoːt̪.pɑː.t̪ə/,न॔क्षत्र-ग्रहोत्पात,0
304388,,नक्षत्रग्रामयाजक,n,n-----m--a,,,,/ˈnək.ˈʂət̪.ˈɹəg.ɹɑː.mə.jɑː.d͡ʑə.kə/,न॔क्षत्र-ग्राम-याजक,0
304389,,नक्षत्रजा,n,n-----m--ā,,,,/ˈnək.ˈʂət̪.ɹə.d͡ʑɑː/,न॔क्षत्र-जा॔,0
304390,,नक्षत्रजा,a,ap----a--ā,,,,/ˈnək.ˈʂət̪.ɹə.d͡ʑɑː/,न॔क्षत्र-जा॔,0
304391,43556,नक्षत्रजातक,n,n-----n--a,,,,/ˈnək.ˈʂət̪.ɹə.d͡ʑɑː.t̪ə.kə/,न॔क्षत्र-जातक,0
304392,43557,नक्षत्रजातकादिभावफल,n,n-----n--a,,,,/ˈnək.ˈʂət̪.ɹə.d͡ʑɑː.t̪ə.kɑː.d̪i.bʱɑː.ʋə.pʰə.lə/,न॔क्षत्र-जातकादि-भाव-फल,0
304393,43547,नक्षत्रकल्प,n,n-----m--a,,,,/ˈnək.ˈʂət̪.ɹə.ˈkəl.pə/,न॔क्षत्र-कल्प,0
304394,43550,नक्षत्रकोश,n,n-----m--a,,,,/ˈnək.ˈʂət̪.ɹə.koː.ɕə/,न॔क्षत्र-कोश,0
304395,43548,नक्षत्रकान्तिविस्तार,n,n-----m--a,,,,/ˈnək.ˈʂət̪.ɹə.kɑːn.t̪i.ˈʋis.t̪ɑː.ɹə/,न॔क्षत्र-कान्ति-विस्तार,0
304396,,नक्षत्रकूर्म,n,n-----m--a,,,,/ˈnək.ˈʂət̪.ɹə.kuːɹ.mə/,न॔क्षत्र-कूर्म,0
304397,,नक्षत्रकूर्मचार,n,n-----m--a,,,,/ˈnək.ˈʂət̪.ɹə.kuːɹ.mə.t͡ɕɑː.ɹə/,न॔क्षत्र-कूर्म-चार,0
304398,,नक्षत्रकूर्मविभाग,n,n-----m--a,,,,/ˈnək.ˈʂət̪.ɹə.kuːɹ.mə.ʋi.bʱɑː.gə/,न॔क्षत्र-कूर्म-विभाग,0
304399,43584,नक्षत्रलोक,n,n-----m--a,,,,/ˈnək.ˈʂət̪.ɹə.loː.kə/,न॔क्षत्र-लोक॔,0
304400,,नक्षत्रमण्डल,n,n-----n--a,,,,/ˈnək.ˈʂət̪.ɹə.ˈməɳ.ɖə.lə/,न॔क्षत्र-मण्डल,0
304401,,नक्षत्रमालिका,n,n-----f--ā,,,,/ˈnək.ˈʂət̪.ɹə.mɑː.li.kɑː/,न॔क्षत्र-मालिका,0
304402,43579,नक्षत्रमाला,n,n-----f--ā,,,,/ˈnək.ˈʂət̪.ɹə.mɑː.lɑː/,न॔क्षत्र-माला,0
304403,,नक्षत्रमार्ग,n,n-----m--a,,,,/ˈnək.ˈʂət̪.ɹə.mɑːɹ.gə/,न॔क्षत्र-मार्ग,0
304404,43568,नक्षत्रनेमि,n,n-----m--i,,,,/ˈnək.ˈʂət̪.ɹə.neː.mi/,न॔क्षत्र-नेमि,0
304405,43569,नक्षत्रनेमि,n,n-----f--i,,,,/ˈnək.ˈʂət̪.ɹə.neː.mi/,न॔क्षत्र-नेमि,0
304406,,नक्षत्रनिघण्टु,n,n-----m--u,,,,/ˈnək.ˈʂət̪.ɹə.ni.ˈgʰəɳ.ʈu/,न॔क्षत्र-निघण्टु,0
304407,,नक्षत्रनिर्देश,n,n-----m--a,,,,/ˈnək.ˈʂət̪.ɹə.ˈniɹ.d̪eː.ɕə/,नक्षत्र-निर्देश,0
304408,43567,नक्षत्रनिर्णय,n,n-----m--a,,,,/ˈnək.ˈʂət̪.ɹə.ˈniɹ.ɳə.jə/,न॔क्षत्र-निर्णय,0
304409,,नक्षत्रन्यास,n,n-----m--a,,,,/ˈnək.ˈʂət̪.ɹən.jɑː.sə/,न॔क्षत्र-न्यास,0
304410,,नक्षत्रनाम,a,ap----a--a,,ap----f--ā=>ा,,/ˈnək.ˈʂət̪.ɹə.nɑː.mə/,नक्षत्र-नाम,0
304411,43566,नक्षत्रनामन्,n,n-----n--n,,,,/ˈnək.ˈʂət̪.ɹə.nɑː.mən/,न॔क्षत्र-नामन्,0
304412,43565,नक्षत्रनाथ,n,n-----m--a,,,,/ˈnək.ˈʂət̪.ɹə.nɑː.t̪ʰə/,न॔क्षत्र-नाथ,0
304413,,नक्षत्रप,n,n-----m--a,,,,/ˈnək.ˈʂət̪.ɹə.pə/,न॔क्षत्र-प,0
304414,43572,नक्षत्रपथ,n,n-----m--a,,,,/ˈnək.ˈʂət̪.ɹə.pə.t̪ʰə/,न॔क्षत्र-पथ,0
304415,,नक्षत्रपथवर्चस्,n,n-----n-sa,,,,/ˈnək.ˈʂət̪.ɹə.pə.t̪ʰə.ˈʋəɹ.t͡ɕəs/,न॔क्षत्र-पथ-वर्चस्,0
304416,,नक्षत्रपति,n,n-----m--i,,,,/ˈnək.ˈʂət̪.ɹə.pə.t̪i/,न॔क्षत्र-पति,0
304417,,नक्षत्रपतिनन्दन,n,n-----m--a,,,,/ˈnək.ˈʂət̪.ɹə.pə.t̪i.nən.d̪ə.nə/,न॔क्षत्र-पति-नन्दन,0
304418,43571,नक्षत्रपटलोपायदान,n,n-----n--a,,,,/ˈnək.ˈʂət̪.ɹə.pə.ʈə.loː.pɑː.jə.d̪ɑː.nə/,न॔क्षत्र-पटलोपाय-दान,0
304419,,नक्षत्रफल,n,n-----n--a,,,,/ˈnək.ˈʂət̪.ɹə.pʰə.lə/,न॔क्षत्र-फल,0
304420,,नक्षत्रप्रकरण,n,n-----n--a,,,,/ˈnək.ˈʂət̪.ˈɹəp.ɹə.kə.ɹə.ɳə/,न॔क्षत्र-प्रकरण,0
304421,,नक्षत्रप्रश्न,n,n-----m--a,,,,/nəkʂət̪ɹəpɹəɕnə/,न॔क्षत्र-प्रश्न,0
304422,43575,नक्षत्रपुरुष,n,n-----m--a,,,,/ˈnək.ˈʂət̪.ɹə.pu.ɹu.ʂə/,न॔क्षत्र-पुरुष,0
304423,,नक्षत्रपुरुषव्रत,n,n-----n--a,,,,/ˈnək.ˈʂət̪.ɹə.pu.ɹu.ˈʂəʋ.ɹə.t̪ə/,न॔क्षत्र-पुरुष-व्रत,0
304424,43574,नक्षत्रपात,n,n-----m--a,,,,/ˈnək.ˈʂət̪.ɹə.pɑː.t̪ə/,न॔क्षत्र-पात,0
304425,43573,नक्षत्रपाठक,n,n-----m--a,,,,/ˈnək.ˈʂət̪.ɹə.pɑː.ʈʰə.kə/,न॔क्षत्र-पाठक,0
304426,43576,नक्षत्रपूजित,a,ap----a--a,,,,/ˈnək.ˈʂət̪.ɹə.puː.d͡ʑi.t̪ə/,न॔क्षत्र-पूजित,0
304427,43583,नक्षत्रराज,n,n-----m--a,,,,/ˈnək.ˈʂət̪.ɹə.ɹɑː.d͡ʑə/,न॔क्षत्र-राज,0
304428,,नक्षत्रराजप्रभावभासगर्भ,n,n-----m--a,,,,/ˈnək.ˈʂət̪.ɹə.ɹɑː.ˈd͡ʑəp.ɹə.bʱɑː.ʋə.bʱɑː.sə.ˈgəɹ.bʱə/,न॔क्षत्र-राज-प्रभाव-भास-गर्भ,0
304429,,नक्षत्रराजसंकुसुमिताभिज्ञ,n,n-----m--a,,,,/ˈnək.ˈʂət̪.ɹə.ɹɑː.d͡ʑə.səŋ.ku.su.mi.t̪ɑː.ˈbʱid͡ʑ.ɲə/,न॔क्षत्र-राज-संकुसुमिताभिज्ञ,0
304430,,नक्षत्रराजविक्रीडित,n,n-----m--a,,,,/ˈnək.ˈʂət̪.ɹə.ɹɑː.d͡ʑə.ˈʋik.ɹiː.ɖi.t̪ə/,न॔क्षत्र-राज-विक्रीडित,0
304431,43594,नक्षत्रसमुच्चय,n,n-----m--a,,,,/ˈnək.ˈʂət̪.ɹə.sə.ˈmut͡ɕ.t͡ɕə.jə/,न॔क्षत्र-समुच्चय,0
304432,,नक्षत्रसत्त्र,n,n-----n--a,,,,/ˈnək.ˈʂət̪.ɹə.ˈsət̪.t̪ɹə/,न॔क्षत्र-सत्त्र,0
304433,,नक्षत्रसत्त्रहौत्र,n,n-----n--a,,,,/ˈnək.ˈʂət̪.ɹə.ˈsət̪.t̪ɹə.ˈɦəौ.t̪ɹə/,न॔क्षत्र-सत्त्र-हौत्र,0
304434,,नक्षत्रसत्त्रप्रयोग,n,n-----m--a,,,,/ˈnək.ˈʂət̪.ɹə.ˈsət̪.ˈt̪ɹəp.ɹə.joː.gə/,न॔क्षत्र-सत्त्र-प्रयोग,0
304435,,नक्षत्रसत्त्रेष्टिहौत्रप्रयोग,n,n-----m--a,,,,/ˈnək.ˈʂət̪.ɹə.ˈsət̪.t̪ɹeːʂ.ʈi.ˈɦəौ.ˈt̪ɹəp.ɹə.joː.gə/,न॔क्षत्र-सत्त्रेष्टि-हौत्र-प्रयोग,0
304436,,नक्षत्रसत्त्रेष्टिप्रयोग,n,n-----m--a,,,,/ˈnək.ˈʂət̪.ɹə.ˈsət̪.t̪ɹeːʂ.ˈʈip.ɹə.joː.gə/,न॔क्षत्र-सत्त्रेष्टि-प्रयोग,0
304508,44451,नलसेतु,n,n-----m--u,,,,/nə.lə.seː.t̪u/,नल-सेतु,0
304437,43593,नक्षत्रसंवत्सर,n,n-----m--a,,,,/ˈnək.ˈʂət̪.ɹə.ˈsə̃.ˈʋət̪.sə.ɹə/,न॔क्षत्र-संवत्सर,0
304438,43597,नक्षत्रस्थापन,n,n-----n--a,,,,/ˈnək.ˈʂət̪.ˈɹəs.t̪ʰɑː.pə.nə/,न॔क्षत्र-स्थापन,0
304439,43596,नक्षत्रस्तोम,n,n-----m--a,,,,/ˈnək.ˈʂət̪.ˈɹəs.t̪oːmə/,न॔क्षत्र-स्तोम,0
304440,43595,नक्षत्रसूचक,n,n-----m--a,,,,/ˈnək.ˈʂət̪.ɹə.suː.t͡ɕə.kə/,न॔क्षत्र-सूचक,0
304441,43558,नक्षत्रताराराजादित्य,n,n-----m--a,,,,/ˈnək.ˈʂət̪.ɹə.t̪ɑː.ɹɑː.ɹɑː.d͡ʑɑː.ˈd̪it̪.jə/,न॔क्षत्र-तारा-राजादित्य,0
304442,,नक्षत्रवर्त्मन्,n,n-----n--n,,,,/ˈnək.ˈʂət̪.ɹə.ˈʋəɹt̪.mən/,न॔क्षत्र-वर्त्मन्,0
304443,43587,नक्षत्रविधान,n,n-----n--a,,,,/ˈnək.ˈʂət̪.ɹə.ʋi.d̪ʰɑː.nə/,न॔क्षत्र-विधान,0
304444,43586,नक्षत्रविद्या,n,n-----f--ā,,,,/ˈnək.ˈʂət̪.ɹə.ˈʋid̪.jɑː/,न॔क्षत्र-विद्या,0
304445,,नक्षत्रव्यूह,n,n-----m--a,,,,/ˈnək.ˈʂət̪.ˈɹəʋ.juː.ɦə/,न॔क्षत्र-व्यूह,0
304446,,नक्षत्रवादमालिका,n,n-----f--ā,,,,/ˈnək.ˈʂət̪.ɹə.ʋɑː.d̪ə.mɑː.li.kɑː/,न॔क्षत्र-वाद-मालिका,0
304447,,नक्षत्रवादावलि,n,n-----f--i,,,,/ˈnək.ˈʂət̪.ɹə.ʋɑː.d̪ɑː.ʋə.li/,न॔क्षत्र-वादावलि,0
304448,43585,नक्षत्रवादावली,n,n-----f--ī,,,,/ˈnək.ˈʂət̪.ɹə.ʋɑː.d̪ɑː.ʋə.liː/,न॔क्षत्र-वादावली,0
304449,,नक्षत्रवीथी,n,n-----f--ī,,,,/ˈnək.ˈʂət̪.ɹə.ʋiː.t̪ʰiː/,न॔क्षत्र-वीथी,0
304450,43589,नक्षत्रवृक्ष,n,n-----m--a,,,,/ˈnək.ˈʂət̪.ɹə.ˈʋɹ̩k.ʂə/,न॔क्षत्र-वृक्ष,0
304451,43590,नक्षत्रवृष्टि,n,n-----f--i,,,,/ˈnək.ˈʂət̪.ɹə.ˈʋɹ̩ʂ.ʈi/,न॔क्षत्र-वृष्टि,0
304452,,नक्षत्रयज्ञ,n,n-----m--a,,,,/ˈnək.ˈʂət̪.ɹə.ˈjəd͡ʑ.ɲə/,न॔क्षत्र-यज्ञ,0
304453,,नक्षत्रयोग,n,n-----m--a,,,,/ˈnək.ˈʂət̪.ɹə.joː.gə/,न॔क्षत्र-योग,0
304454,,नक्षत्रयोगदान,n,n-----n--a,,,,/ˈnək.ˈʂət̪.ɹə.joː.gə.d̪ɑː.nə/,न॔क्षत्र-योग-दान,0
304455,,नक्षत्रयोगिन्,a,ap----a--n,,,,/ˈnək.ˈʂət̪.ɹə.joː.gin/,न॔क्षत्र-योगिन्,0
304456,,नक्षत्रयोगिनी,n,n-----f--ī,,,,/ˈnək.ˈʂət̪.ɹə.joː.gi.niː/,न॔क्षत्र-योगिनी,0
304457,43581,नक्षत्रयाजक,a,ap----a--a,,,,/ˈnək.ˈʂət̪.ɹə.jɑː.d͡ʑə.kə/,न॔क्षत्र-याजक,0
304458,43591,नक्षत्रशवस्,a,ap----a-sa,,,,/ˈnək.ˈʂət̪.ɹə.ɕə.ʋəs/,न॔क्षत्र-शवस्,0
304459,,नक्षत्रशुद्धिप्रकरण,n,n-----n--a,,,,/ˈnək.ˈʂət̪.ɹə.ˈɕud̪.ˈd̪ʰip.ɹə.kə.ɹə.ɳə/,न॔क्षत्र-शुद्धि-प्रकरण,0
304460,,नक्षत्रशान्ति,n,n-----f--i,,,,/ˈnək.ˈʂət̪.ɹə.ɕɑːn.t̪i/,न॔क्षत्र-शान्ति,0
304461,169411,नक्षत्रेश,n,n-----m--a,,,,/ˈnək.ˈʂət̪.ɹeː.ɕə/,नक्षत्रेश,0
304462,43601,नक्षत्रेष्टका,n,n-----f--ā,,,,/ˈnək.ˈʂət̪.ɹeːʂ.ʈə.kɑː/,नक्षत्रेष्टका॔,0
304463,43602,नक्षत्रेष्टि,n,n-----f--i,,,,/ˈnək.ˈʂət̪.ɹeːʂ.ʈi/,नक्षत्रेष्टि,0
304464,,नक्षत्रेष्टिहौत्र,n,n-----n--a,,,,/ˈnək.ˈʂət̪.ɹeːʂ.ʈi.ˈɦəौ.t̪ɹə/,नक्षत्रेष्टि-हौत्र,0
304465,,नक्षत्रेष्टिहोम,n,n-----m--a,,,,/ˈnək.ˈʂət̪.ɹeːʂ.ʈi.ɦoːmə/,नक्षत्रेष्टि-होम,0
304509,44453,नलस्तोत्र,n,n-----n--a,,,,/nə.ˈləs.t̪oːt̪.ɹə/,नल-स्तोत्र,0
304466,,नक्षत्रेष्टिनिरूपण,n,n-----n--a,,,,/ˈnək.ˈʂət̪.ɹeːʂ.ʈi.ni.ɹuː.pə.ɳə/,नक्षत्रेष्टि-निरूपण,0
304467,,नक्षत्रेष्टिपद्धति,n,n-----f--i,,,,/ˈnək.ˈʂət̪.ɹeːʂ.ʈi.ˈpəd̪.d̪ʰə.t̪i/,नक्षत्रेष्टि-पद्धति,0
304468,,नक्षत्रेष्टिप्रयोग,n,n-----m--a,,,,/ˈnək.ˈʂət̪.ɹeːʂ.ˈʈip.ɹə.joː.gə/,नक्षत्रेष्टि-प्रयोग,0
304469,43604,नक्षत्रिन्,n,n-----m--n,,,,/ˈnək.ˈʂət̪.ɹin/,नक्षत्रिन्,0
304470,43605,नक्षत्रिय,a,ap----a--a,,,,/ˈnək.ˈʂət̪.ɹi.jə/,नक्षत्रि॔य,0
304471,43603,नक्षत्रोपजीविन्,n,n-----m--n,,,,/ˈnək.ˈʂət̪.ɹoː.pə.d͡ʑiː.ʋin/,नक्षत्रोपजीविन्,0
304472,43599,नक्षत्राभिधान,n,n-----n--a,,,,/ˈnək.ˈʂət̪.ɹɑː.bʱi.d̪ʰɑː.nə/,नक्षत्राभिधान,0
304473,43598,नक्षत्राधिप,n,n-----m--a,,,,/ˈnək.ˈʂət̪.ɹɑː.d̪ʰi.pə/,नक्षत्राधिप,0
304474,,नक्षत्राधिपति,n,n-----m--i,,,,/ˈnək.ˈʂət̪.ɹɑː.d̪ʰi.pə.t̪i/,नक्षत्राधिपति,0
304475,,नक्षत्राश्रय,a,ap----a--a,,,,/nəkʂət̪ɹɑːɕɹəjə/,नक्षत्राश्रय,0
304476,43606,नक्ष्य,a,ap----a--a,,,,/ˈnək.ʂjə/,नक्ष्य,0
304477,,नल्,v,v----a--1- v----a--0-,,,,/nəl/,नल्,0
304478,44430,नल,n,n-----n--a,,,,/nə.lə/,नल,0
304480,44428,नल,n,n-----m--a,,,,/nə.lə/,नल,0
304481,44446,नलभूमिपालनाटक,n,n-----n--a,,,,/nə.lə.bʱuː.mi.pɑː.lə.nɑː.ʈə.kə/,नल-भूमिपाल-नाटक,0
304482,44435,नलचम्पू,n,n-----f--ū,,,,/nə.lə.t͡ɕəm.puː/,नल-चम्पू,0
304483,44436,नलचरित,n,n-----n--a,,,,/nə.lə.t͡ɕə.ɹi.t̪ə/,नल-चरित,0
304484,44437,नलचरित्र,n,n-----n--a,,,,/nə.lə.t͡ɕə.ˈɹit̪.ɹə/,नल-चरित्र,0
304485,,नलद,a,ap----a--a,,,,/nə.lə.d̪ə/,नल-द,0
304486,44438,नलद,n,n-----n--a,,,,/nə.lə.d̪ə/,न॔ल-द,0
304487,,नलद,a,ap----a--a,,ap----f--ā=>ा,,/nə.lə.d̪ə/,न॔ल-द,0
304489,,नलदत्व,n,n-----n--a,,,,/nə.lə.ˈd̪ət̪.ʋə/,न॔ल-द-त्व,0
304490,,नलदत्व,n,n-----n--a,,,,/nə.lə.ˈd̪ət̪.ʋə/,नल-द-त्व,0
304491,,नलदिक,a,ap----a--a,,ap----f--ī=>ी,,/nə.lə.d̪i.kə/,न॔ल-दिक,0
304492,44439,नलदा,n,n-----f--ā,,,,/nə.lə.d̪ɑː/,न॔ल-दा,0
304493,44440,नलदी,n,n-----f--ī,,,,/nə.lə.d̪iː/,न॔ल-दी॔,0
304494,44434,नलगिरि,n,n-----m--i,,,,/nə.lə.gi.ɹi/,नल-गिरि,0
304495,44460,नलक,n,n-----n--a,,,,/nə.lə.kə/,नलक,0
304496,44462,नलकिनी,n,n-----f--ī,,,,/nə.lə.ki.niː/,नलकिनी,0
304497,44431,नलकानन,n,n-----m--a,,,,/nə.lə.kɑː.nə.nə/,नल-कानन,0
304498,44432,नलकील,n,n-----m--a,,,,/nə.lə.kiː.lə/,नल-कील,0
304499,44433,नलकूबर,n,n-----m--a,,,,/nə.lə.kuː.bə.ɹə/,नल-कूबर,0
304500,,नलकूबरसंहिता,n,n-----f--ā,,,,/nə.lə.kuː.bə.ɹə.ˈsə̃.ɦi.t̪ɑː/,नल-कूबर-संहिता,0
304501,44447,नलमालिन्,n,n-----m--n,,,,/nə.lə.mɑː.lin/,नल-मालिन्,0
304502,44448,नलमीन,n,n-----m--a,,,,/nə.lə.miː.nə/,नल-मीन,0
304503,44442,नलपट्टिका,n,n-----f--ā,,,,/nə.lə.ˈpəʈ.ʈi.kɑː/,नल-पट्टिका,0
304504,44445,नलप्रिया,n,n-----f--ā,,,,/nə.ˈləp.ɹi.jɑː/,नल-प्रिया,0
304505,44444,नलपुर,n,n-----n--a,,,,/nə.lə.pu.ɹə/,नल-पुर,0
304506,44443,नलपाकशास्त्र,n,n-----n--a,,,,/nə.lə.pɑː.kə.ɕɑːs.t̪ɹə/,नल-पाक-शास्त्र,0
304507,44452,नलसेन,n,n-----m--a,,,,/nə.lə.seː.nə/,नल-सेन,0
304510,44450,नलवर्णन,n,n-----n--a,,,,/nə.lə.ˈʋəɹ.ɳə.nə/,नल-वर्णन,0
304511,44449,नलयादवराघवपाण्डवीय,n,n-----n--a,,,,/nə.lə.jɑː.d̪ə.ʋə.ɹɑː.gʰə.ʋə.pɑːɳ.ɖə.ʋiː.jə/,नल-यादव-राघव-पाण्डवीय,0
304512,44455,नलेध्म,n,n-----m--a,,,,/nə.leːd̪ʰ.mə/,नलेध्म,0
304513,44456,नलेश्वरतीर्थ,n,n-----n--a,,,,/nəleːɕʋəɹət̪iːɹt̪ʰə/,नलेश्वर-तीर्थ,0
304517,44461,नलिका,n,n-----f--ā,,,,/nə.li.kɑː/,नलिका,0
304519,,नलिकाबन्धपद्धति,n,n-----f--i,,,,/nə.li.kɑː.bən.d̪ʰə.ˈpəd̪.d̪ʰə.t̪i/,नलिका-बन्ध-पद्धति,0
304520,44464,नलिन,n,n-----n--a,,,n-----f--ā=नलिनआ,/nə.li.nə/,नलिन,0
304522,44466,नलिनदल,n,n-----m--a,,,,/nə.li.nə.d̪ə.lə/,नलिन-दल,0
304523,44465,नलिनदल,n,n-----n--a,,,,/nə.li.nə.d̪ə.lə/,नलिन-दल,0
304525,44467,नलिननाभ,n,n-----m--a,,,,/nə.li.nə.nɑː.bʱə/,नलिन-नाभ,0
304526,44469,नलिनेशय,n,n-----m--a,,,,/nə.li.neː.ɕə.jə/,नलिने-शय,0
304527,,नलिनेशयी,n,n-----f--ī,,,,/nə.li.neː.ɕə.jiː/,नलिने-शयी,0
304528,44468,नलिनासन,n,n-----m--a,,,,/nə.li.nɑː.sə.nə/,नलिनासन,0
304529,44470,नलिनी,n,n-----f--ī,,,,/nə.li.niː/,नलिनी,0
304531,,नलिनीदल,n,n-----n--a,,,,/nə.li.niː.d̪ə.lə/,नलिनी-दल,0
304532,,नलिनीदलमय,a,ap----a--a,,ap----f--ī=>ी,,/nə.li.niː.d̪ə.lə.mə.jə/,नलिनी-दल-मय,0
304533,44472,नलिनीगुल्म,n,n-----n--a,,,,/nə.li.niː.ˈgul.mə/,नलिनी-गुल्म,0
304534,,नलिनीक,a,ap----a--a,,,,/nə.li.niː.kə/,नलिनीक,0
304535,44471,नलिनीखण्ड,n,n-----n--a,,,,/nə.li.niː.ˈkʰəɳ.ɖə/,नलिनी-खण्ड,0
304536,173741,नलिनीका,n,n-----f--ā,,,,/nə.li.niː.kɑː/,नलिनीका,0
304537,44474,नलिनीनन्दन,n,n-----n--a,,,,/nə.li.niː.nən.d̪ə.nə/,नलिनी-नन्दन,0
304538,44475,नलिनीपद्मकोश,n,n-----m--a,,,,/nə.li.niː.ˈpəd̪.mə.koː.ɕə/,नलिनी-पद्म-कोश,0
304539,,नलिनीपत्त्र,n,n-----n--a,,,,/nə.li.niː.ˈpət̪.t̪ɹə/,नलिनी-पत्त्र,0
304540,44477,नलिनीरुह,n,n-----n--a,,,,/nə.li.niː.ɹu.ɦə/,नलिनी-रुह,0
304541,44476,नलिनीरुह,n,n-----m--a,,,,/nə.li.niː.ɹu.ɦə/,नलिनी-रुह,0
304542,,नलिनीसंवर्तिका,n,n-----f--ā,,,,/nə.li.niː.ˈsə̃.ˈʋəɹ.t̪i.kɑː/,नलिनी-संवर्तिका,0
304543,43459,नलिप्ताङ्ग,a,ap----a--a,,,,/nə.ˈlip.t̪ɑːŋ.gə/,न॔-लिप्ताङ्ग,0
